Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,DBA,EWW,FXI,GLD,INDA,KWEB,MCHI,SHV,VNM,DBA,EWW,FXI,GLD,INDA,KWEB,MCHI,SHV,VNM,DBA,EWW,FXI,GLD,INDA,KWEB,MCHI,SHV,VNM,DBA,EWW,FXI,GLD,INDA,KWEB,MCHI,SHV,VNM,DBA,EWW,FXI,GLD,INDA,KWEB,MCHI,SHV,VNM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,21.180376052856445,43.66582107543945,31.88875961303711,114.08000183105469,26.768728256225586,27.732847213745117,40.83998489379883,89.44859313964844,16.155376434326172,21.335103092129575,44.77481628151197,32.24835068393676,114.80000305175781,26.865621198168945,27.761211292194396,41.27877578057301,89.45670340498793,16.444625013525197,21.120204790815546,43.42440695725473,31.85050592686185,112.31999969482422,26.707069722286736,27.35740191367002,40.766853079336464,89.44859313964844,16.036274650881904,21.335103092129575,44.59375713181508,32.225396137376265,112.48999786376953,26.865621198168945,27.35740191367002,41.20564396611064,89.44859313964844,16.32552323008093,261800,3328600,15879100,7109600,654400,221100,250700,319900,1005700
2015-01-05,21.438255310058594,42.375762939453125,31.77400779724121,115.80000305175781,26.33711051940918,27.816280364990234,40.78310775756836,89.44859313964844,15.849113464355469,21.489830444052014,43.39423149604129,32.1259494330369,116.0,26.645404795202104,28.108291631904265,41.14876685515959,89.45670340498793,16.206420451155502,21.32650727360491,42.03627629847383,31.689847904302468,114.7300033569336,26.284260600151967,27.631060880637875,40.70185155798156,89.44859313964844,15.849113464355469,21.32650727360491,43.39423149604129,32.11064736899619,114.77999877929688,26.645404795202104,27.699475858224623,41.14876685515959,89.44859313964844,16.163884561890804,510200,4571100,19953500,8177400,431300,57000,278200,265500,566800
2015-01-06,21.584386825561523,42.775596618652344,31.383811950683594,117.12000274658203,25.535547256469727,27.958112716674805,40.39308166503906,89.45671081542969,16.070302963256836,21.653154219321564,43.01701068707754,31.83521257557531,117.5,25.84384154247751,28.14166446941457,40.91312890076149,89.46482727248379,16.16388386275975,21.5328100505835,42.22487059518971,31.230794245563185,115.80000305175781,25.403421613914592,27.491728565908755,40.2305661289443,89.44860054941833,15.951201180355016,21.59298295472453,42.5945346283921,31.751052691830587,116.22000122070312,25.746948620571683,28.049888593044688,40.83187268257712,89.45671081542969,16.053289581870928,345500,3022000,23651100,11238300,812600,43900,138000,724900,247300
2015-01-07,21.48123550415039,43.7940788269043,32.21009826660156,116.43000030517578,26.037626266479492,28.233440399169922,41.425045013427734,89.45671081542969,16.027772903442383,21.670345432289768,43.98268382002437,32.25600444712133,116.87999725341797,26.05524346721757,28.475394404114564,41.498176837783284,89.47294372953789,16.15538223475526,21.48123550415039,43.19808635795275,31.93466993919166,116.16999816894531,25.77337497568325,28.150009520139918,41.132517716005545,89.45671081542969,15.959714485232803,21.661750942435102,43.42441465200388,32.10298676395834,116.47000122070312,25.870267899673948,28.33355809054273,41.278781364716636,89.46482727248379,16.13836722454269,223300,2679700,21729100,6434200,537300,43900,198000,388300,235000
2015-01-08,21.403871536254883,44.46550369262695,32.47023010253906,115.94000244140625,26.73349380493164,28.700660705566406,41.83946228027344,89.45671081542969,16.044780731201172,21.653154365027472,44.85025941709565,32.60029616534258,116.87000274658203,26.795152334895707,28.72568933196147,41.96134659517988,89.46482727248379,16.061794111157006,21.395275407034035,44.118471261921144,32.37842065257586,115.8499984741211,26.59255954213693,28.358589019870216,41.72569924674475,89.45671081542969,15.976722343457961,21.56719471236299,44.18636916165778,32.40902477542019,116.44999694824219,26.636600869234424,28.583853022793626,41.77445483254276,89.45671081542969,16.061794111157006,198700,3341100,14266300,7033700,478300,62800,99300,204900,155000
2015-01-09,21.352294921875,44.669193267822266,32.34781265258789,117.26000213623047,26.865617752075195,28.45036506652832,41.70132064819336,89.46479034423828,16.155376434326172,21.472637443545416,44.86534401690024,32.615594317525336,117.33999633789062,27.05059333016464,28.859184047742403,42.01009980802113,89.47290679794217,16.27447821777044,21.30071978966538,44.3523383502266,32.25600321362878,116.5,26.7511093008868,28.442023250974046,41.56318447915692,89.4566738905344,16.027767148830158,21.438254568586963,44.75972571103502,32.58499019834915,116.51000213623047,27.041786409362235,28.700664090736776,41.96947170534721,89.4566738905344,16.27447821777044,1421700,2732400,17966100,7962900,459600,21800,1036000,310800,246800
2015-01-12,21.19757080078125,44.02793884277344,32.05707550048828,118.55999755859375,27.032978057861328,27.774566650390625,41.31940841674805,89.48107147216797,16.03627586364746,21.403872997534204,44.66919450493353,32.41666360981228,118.70999908447266,27.173912312963502,28.49208373103585,41.685067529229755,89.48107147216797,16.121349267958635,21.18897467097353,43.8770543111231,32.0188189003193,117.31999969482422,26.95370232935775,27.67444576749759,41.246276594251704,89.45672828729394,15.934187453946011,21.32650946880883,44.56357619614322,32.38606241567346,117.45999908447266,27.16510371201101,28.49208373103585,41.685067529229755,89.45672828729394,16.095826759873216,324300,2148200,11738800,8318200,635100,156800,159200,2684400,173000
2015-01-13,20.99126434326172,43.831783294677734,32.51613235473633,118.16000366210938,26.997745513916016,27.59101104736328,41.79069900512695,89.47289276123047,15.959708213806152,21.352293524184404,44.669189619766726,32.783911100818145,119.19000244140625,27.314848449775432,28.033200412637385,42.180734320568675,89.4810030226218,16.18940589349318,20.965475959073032,43.53756007297247,32.11828756157946,117.87000274658203,26.856811249104933,27.407459303581337,41.416915548627614,89.47289276123047,15.925678206753238,21.352293524184404,44.43532135527421,32.638545912740796,118.95999908447266,27.253189918929202,27.999829972327465,42.01009445126139,89.47289276123047,16.18940589349318,363200,2670500,21635400,7693200,1642700,26900,433200,415300,267000
2015-01-14,20.9396915435791,43.77898025512695,32.17184066772461,117.97000122070312,26.918468475341797,27.44083595275879,41.36003875732422,89.47289276123047,15.83210277557373,21.05143794173888,43.96004227414846,32.36311201880332,119.31999969482422,26.962511481003805,27.56598546144507,41.5794311205228,89.4810030226218,15.985234599201531,20.89671089848383,43.07736960797874,31.972919746773204,117.9000015258789,26.72468429063559,27.2572841887347,41.140643294400256,89.47289276123047,15.81508776791721,20.982670549130408,43.38668161214965,32.19479521448111,119.08000183105469,26.84800134635146,27.33237325740963,41.44941933875957,89.4810030226218,15.968219591545012,260400,2216300,17435200,7727400,844200,42400,303800,365500,293100
2015-01-15,20.836538314819336,43.35650634765625,32.49317932128906,120.94000244140625,27.825733184814453,26.95693016052246,41.60380554199219,89.48107147216797,15.849113464355469,21.05143660804917,44.16373529450242,32.9139757263447,121.69999694824219,27.97547603829671,27.65776038292098,42.15635632409113,89.4891879308073,16.07030365834027,20.776367055042,43.23579929610588,32.462575203467374,120.33999633789062,27.702416133735706,26.940243347764866,41.58755368372751,89.47296120457261,15.84060758461466,21.05143660804917,44.16373529450242,32.83746543179048,120.41000366210938,27.78169186087742,27.65776038292098,42.018217078703884,89.47296120457261,16.019260266694594,237300,2083200,15123900,17692500,5702600,709800,138300,2183800,166800
2015-01-16,20.767772674560547,43.88459396362305,32.301910400390625,122.5199966430664,28.38066291809082,27.265626907348633,41.40066909790039,89.48107147216797,16.044780731201172,20.83654006860039,43.997758073376,32.32486203120426,123.1500015258789,28.38946983871248,27.34071596974614,41.47380092283182,89.4891879308073,16.078809113752797,20.716197538916663,43.258427089203174,31.927017225207248,121.70999908447266,27.887391359838116,26.915210221932284,40.95375376764186,89.47296120457261,15.925677335670587,20.759176545362568,43.348956650275824,31.96527091608648,121.7300033569336,27.922625762599935,26.94024203118742,41.01875811217783,89.48107147216797,15.925677335670587,242200,2463800,22975600,14428200,1333000,678300,405100,2988600,156000
2015-01-20,20.61304473876953,44.02040100097656,31.949962615966797,124.19999694824219,28.50398063659668,27.6744441986084,41.083763122558594,89.48107147216797,15.83210277557373,20.71619664515098,44.29953844231219,31.9958687871978,124.5999984741211,28.715380337853883,27.812108017768807,41.140643083054975,89.4891879308073,15.857623664418071,20.48410608545067,43.4696748069729,31.82754907791976,123.48999786376953,28.407087706796432,27.432493368710738,40.90499576115548,89.47296120457261,15.738521856103311,20.69900438749675,43.960048904122644,31.94231304671278,123.62999725341797,28.539215040185436,27.432493368710738,40.97000010184047,89.48107147216797,15.840610279401991,317800,2156300,18603600,14968600,2566400,50000,1038600,5939000,261100
2015-01-21,20.492704391479492,44.42023849487305,32.967529296875,124.2300033569336,28.935592651367188,28.233440399169922,42.40013885498047,89.47289276123047,15.62792682647705,20.630239188237546,44.548488479099554,33.02108504024278,125.33999633789062,28.953209854580955,28.35858990039895,42.42451509875641,89.4810030226218,15.82359453752668,20.47551213199871,43.937410284801025,32.52377837346294,123.37000274658203,28.653724120222815,27.799592826309052,41.80695982520146,89.47289276123047,15.610911819610033,20.630239188237546,44.239176477154466,32.554382489264285,125.18000030517578,28.73299985461579,27.799592826309052,41.84758793140329,89.4810030226218,15.82359453752668,222800,2794800,19692600,11082700,2297900,57400,446400,2266800,719000
2015-01-22,20.39814567565918,45.461334228515625,33.556644439697266,125.2300033569336,29.314355850219727,28.425334930419922,43.115203857421875,89.48107147216797,15.891654968261719,20.561468838192837,45.56695541409652,33.57194649716346,125.58000183105469,29.428865997798496,28.458708556236562,43.1477044814581,89.48107147216797,15.891654968261719,20.38954954715279,44.7144602652905,32.975177930258205,124.1500015258789,28.856318620042774,28.200067730183786,42.343257466567486,89.47296120457261,15.704493114145382,20.53568045267367,44.91060813988893,33.12819558635107,125.06999969482422,28.944404641310346,28.341904048562448,42.47326926188949,89.48107147216797,15.772553150289921,226700,3969000,20535600,10518400,4687300,61200,677800,278600,341600
