Date,VOL_FXI,VOL_SPY,VOL_RATIO
2016-12-13,0.18370573856655462,0.0978495383924601,1.8774308145403602
2016-12-14,0.19340839837135418,0.09874664278806677,1.958632647253168
2016-12-15,0.1915191871720502,0.09565624351302474,2.0021608641360933
2016-12-16,0.19368225645354079,0.09423136691883945,2.0553905009184192
2016-12-19,0.19248758502668925,0.09355367553222031,2.0575095946967434
2016-12-20,0.16755043012591922,0.073836195351402,2.2692180891568348
2016-12-21,0.1653364684806883,0.0748891997605133,2.207747832924034
2016-12-22,0.15458623616842276,0.07097191316020976,2.178132577875767
2016-12-23,0.15288080097406734,0.07091736010971603,2.155759897682964
2016-12-27,0.15046455551524004,0.07001901054911762,2.1489100507881456
2016-12-28,0.15253686145962253,0.07571634752368804,2.0145829328587332
2016-12-29,0.15182012516545965,0.07334421234265102,2.069967354154452
2016-12-30,0.14824977902443012,0.07415190688252553,1.9992712966814659
2017-01-03,0.15255688297495362,0.07569202444565268,2.0154948172180327
2017-01-04,0.15542108718795222,0.07622948888603752,2.0388577892776576
2017-01-05,0.1590604443666971,0.07420534001554409,2.1435174925871654
2017-01-06,0.15204084394197792,0.07450881286628064,2.0405753103977426
2017-01-09,0.151757550079732,0.07562530158244397,2.0067034035466476
2017-01-10,0.15409629129812888,0.07526001075775678,2.0475188582436754
2017-01-11,0.155136511150539,0.07350095557734014,2.11067339100509
2017-01-12,0.15407848968743473,0.0742348639915499,2.0755542800613656
2017-01-13,0.15386061871755685,0.07358676581057226,2.090873501814529
2017-01-17,0.1543942906383993,0.07350067441065573,2.1005833194915016
2017-01-18,0.153630134412174,0.07352511744842832,2.0894918599746894
2017-01-19,0.15405451658710906,0.0734663888184804,2.0969387370834918
2017-01-20,0.15444697843117253,0.07361443013916383,2.0980530330697316
2017-01-23,0.151254803393043,0.06465621094581184,2.339370049380239
2017-01-24,0.15181616149532262,0.06671714043040122,2.275519611840918
2017-01-25,0.1514365156496267,0.06897445681937137,2.195544881871342
2017-01-26,0.1348002748585813,0.06895191840585166,1.9549894763644655
2017-01-27,0.13147632972277262,0.06680574474593502,1.9680392789988717
2017-01-30,0.11397580091234658,0.06473287248837344,1.7607097681756294
2017-01-31,0.11004476929785637,0.06380307836312363,1.724756424314773
2017-02-01,0.10420693190362944,0.06344053506592587,1.642592260537212
2017-02-02,0.10290848678990376,0.06322054948683792,1.627769572159897
2017-02-03,0.10203301281795249,0.06526804568839613,1.5632919867875366
2017-02-06,0.10094797355869163,0.06490408534304747,1.555340823696011
2017-02-07,0.09392217339684182,0.06458489745792817,1.454243593992303
2017-02-08,0.09885976248890979,0.06456716098126923,1.5311152137785453
2017-02-09,0.10317810795157106,0.06622908874966632,1.5578971400552586
2017-02-10,0.10196862342845156,0.06122885294423288,1.6653688338947716
2017-02-13,0.09818291917183214,0.06239801342868562,1.5734943113861295
2017-02-14,0.09707286563673731,0.06111295734613447,1.5884170861987812
2017-02-15,0.09941463555013567,0.059366069625340766,1.6746036275862861
2017-02-16,0.0983758727154227,0.05810655729971671,1.6930253191218112
2017-02-17,0.09644523328550808,0.05781065123761205,1.668295222779986
2017-02-21,0.09405605180198964,0.05903568520821031,1.5932067438578477
2017-02-22,0.09426714686863347,0.05778797986279384,1.631258733952151
2017-02-23,0.09002342626425648,0.05767634767418665,1.5608378459190637
2017-02-24,0.0965598639770902,0.057528678787997334,1.6784648285236867
2017-02-27,0.09901403937467257,0.05632592554254341,1.757876828848316
2017-02-28,0.09975441528879135,0.05758126632565867,1.7324109324830876
2017-03-01,0.1013038821910823,0.06638191460075307,1.526076534555589
2017-03-02,0.1215490836308863,0.0705376469450185,1.723180300097469
2017-03-03,0.12061200811370054,0.06876817626912585,1.7538927838028255
2017-03-06,0.11979836011693953,0.06989228165902232,1.7140427708654562
2017-03-07,0.11945108245212287,0.07010119728456347,1.703980631988812
2017-03-08,0.11940157597559876,0.06923198595416319,1.7246591200583448
2017-03-09,0.1245619629077922,0.06562580839966241,1.8980636725906292
2017-03-10,0.1250981630247952,0.06568769631295472,1.9044382745406727
2017-03-13,0.13274149795708873,0.06520028653106888,2.035903598273843
2017-03-14,0.13253242123214357,0.06316629029418797,2.098151096334655
2017-03-15,0.14006194820265322,0.06643244011643494,2.108336649341333
2017-03-16,0.14427099117639267,0.06716651350305693,2.1479601017228105
2017-03-17,0.14577993978632933,0.06781076660191691,2.1498052166572665
2017-03-20,0.14792912613442252,0.06620685844331958,2.2343474620694512
2017-03-21,0.15288679984338854,0.07737168052041199,1.9760046416861057
2017-03-22,0.15269466556773828,0.07745244265654173,1.9714635243313594
2017-03-23,0.14835015119847714,0.0776559036381243,1.910352519877784
2017-03-24,0.1441931496592779,0.0762511164583468,1.89103001184311
2017-03-27,0.14473761288357068,0.07572867751250335,1.9112655553726452
2017-03-28,0.14421645797526547,0.07695443504493882,1.8740499867362794
2017-03-29,0.14476216165495318,0.07626125722936807,1.8982399046944316
2017-03-30,0.13996807675466946,0.0753699665114939,1.8570802566739149
2017-03-31,0.1417772764259253,0.0756950739074168,1.8730053239571989
2017-04-03,0.1412349430882239,0.0758192453642668,1.8627848695891551
2017-04-04,0.13878606323218173,0.07384609767515224,1.8793960358298054
2017-04-05,0.13799670666262825,0.07431258239483661,1.8569763318064498
2017-04-06,0.13854666761538503,0.07475181409338741,1.853422144943516
2017-04-07,0.13484781222261394,0.07471222487076004,1.8048962195394214
2017-04-10,0.13473000439596167,0.07458190145730409,1.806470494361029
