Date,FXI_MCHI,FXI_KWEB,MCHI_KWEB,SYNC_INDEX
2017-06-02,0.9466899181710203,0.6031152167870957,0.7657633815605364,0.771856172172884
2017-06-05,0.9461013290972372,0.5967454419913488,0.7628292270204085,0.7685586660363315
2017-06-06,0.9463979780682298,0.6008934458295281,0.7648336650866278,0.7707083629947952
2017-06-07,0.9441414905751286,0.586551147910706,0.7597294772997809,0.7634740385952051
2017-06-08,0.9289715342705118,0.5852847357092658,0.7530317755611384,0.755762681846972
2017-06-09,0.9282317956776207,0.5944299066170233,0.7663170780874946,0.7629929267940462
2017-06-12,0.9294695704334838,0.5987123341611417,0.7684324541188923,0.7655381195711725
2017-06-13,0.926824143516942,0.5923690795012726,0.7677688488830862,0.762320690633767
2017-06-14,0.9272349252981744,0.5952454054019223,0.7692621059888252,0.7639141455629739
2017-06-15,0.9290665097363613,0.6028762154094109,0.7734955003159198,0.7684794084872307
2017-06-16,0.9287013658211237,0.6036055660467812,0.7750653534338421,0.7691240951005822
2017-06-19,0.9277442787350476,0.6114205675010658,0.78417134863845,0.7744453982915211
2017-06-20,0.9299609902167958,0.6175032438685544,0.7862869835764502,0.7779170725539335
2017-06-21,0.9271560323863968,0.6103723129101527,0.7865684698229145,0.7746989383731547
2017-06-22,0.9271475093726117,0.6060176195086304,0.7835684517158745,0.7722445268657054
2017-06-23,0.9277701247185509,0.6058878907665175,0.782078829001937,0.7719122814956685
2017-06-26,0.9267356808759023,0.5960497711322404,0.7769121816308902,0.7665658778796777
2017-06-27,0.928237740426538,0.6071872786629907,0.783548478805787,0.7729911659651053
2017-06-28,0.9280816476474806,0.6050331440999271,0.7825777758303014,0.771897522525903
2017-06-29,0.9283702088554163,0.609629132386356,0.7878301024089704,0.7752764812169142
2017-06-30,0.928179554332232,0.607851041437344,0.7876421055951608,0.7745575671215791
2017-07-03,0.927056769724183,0.6036124545520657,0.7874615358475415,0.7727102533745968
2017-07-05,0.9254251220040516,0.5995521903818186,0.7877332559622614,0.7709035227827106
2017-07-06,0.9274832646403025,0.6078570958286319,0.7901383549493592,0.775159571806098
2017-07-07,0.9279009780954676,0.607529590347178,0.7916260249167334,0.7756855311197931
2017-07-10,0.9257438995459906,0.5995333130155799,0.7891009662243175,0.7714593929286293
2017-07-11,0.9254111607515261,0.5919657596521365,0.7837412413366256,0.7670393872467628
2017-07-12,0.9299097090124101,0.6062394049071079,0.790131890153279,0.775427001357599
2017-07-13,0.9298369488327276,0.6059062176444803,0.7898489449903473,0.775197370489185
2017-07-14,0.9313172941372008,0.6111368364176211,0.7927894904061669,0.7784145403203295
2017-07-17,0.9314630464276842,0.6205453996974418,0.8004665308618069,0.784158325662311
2017-07-18,0.92732170242573,0.60440764163741,0.7954750683162938,0.7757348041264779
2017-07-19,0.9285100110030451,0.6077374451648682,0.7970129780968471,0.7777534780882535
2017-07-20,0.9258657142091845,0.5977914374399272,0.7927600738264649,0.7721390751585254
2017-07-21,0.9262677295271656,0.5968154392192433,0.7925130452399053,0.7718654046621047
2017-07-24,0.9245574637004605,0.6028484205343198,0.7982398440577616,0.7752152427641806
2017-07-25,0.9240396408076554,0.5978078085388644,0.7958753778704569,0.7725742757389922
2017-07-26,0.924969839995345,0.603001382990601,0.7983692171799871,0.7754468133886444
2017-07-27,0.923346405159631,0.6041628066359952,0.8024921240761432,0.7766671119572565
2017-07-28,0.918608360843357,0.5833101874805134,0.7934911519449847,0.765136566756285
2017-07-31,0.9184605734404243,0.5831451088719247,0.7935229630771572,0.7650428817965021
2017-08-01,0.917000280018442,0.5772735774098686,0.7914245598733336,0.7618994724338815
2017-08-02,0.9146509609450437,0.5757246400484295,0.7957916813372767,0.7620557607769166
2017-08-03,0.9140651457493529,0.5720050172016845,0.7935965851029793,0.7598889160180056
2017-08-04,0.9132990649894158,0.5720562596377203,0.7946382746869861,0.7599978664380407
2017-08-07,0.909423594952376,0.5693785127793757,0.7995713405178683,0.7594578160832066
2017-08-08,0.9090026432799636,0.5668148067903405,0.7984978714852692,0.7581051071851911
2017-08-09,0.9063635265778017,0.5629904542232089,0.7994606767031709,0.7562715525013939
2017-08-10,0.919978468064213,0.6194778154392045,0.8262663907973863,0.7885742247669346
2017-08-11,0.9194183734289265,0.6260934855121213,0.8289364180941282,0.7914827590117254
2017-08-14,0.9202178342240475,0.632701598450069,0.8320249450794177,0.794981459251178
2017-08-15,0.9211651046467726,0.6380812315373995,0.8337548589983943,0.7976670650608554
2017-08-16,0.923723391393055,0.6426709420451342,0.8332886129114994,0.7998943154498962
2017-08-17,0.9278942001994042,0.6667679184161469,0.8448039555790684,0.8131553580648733
2017-08-18,0.9274592853381458,0.6643577006840368,0.8435241388633594,0.8117803749618474
2017-08-21,0.9284245427730613,0.6701714214809177,0.8467403038745771,0.8151120893761853
2017-08-22,0.9296888912325201,0.6571261264357818,0.8360751040002488,0.8076300405561835
2017-08-23,0.9297279389623769,0.6579456731556761,0.8370421889958566,0.8082386003713031
2017-08-24,0.9260445475044551,0.6526003344516679,0.8375965925710935,0.8054138248424055
2017-08-25,0.9148833507188394,0.6104906444436631,0.8262046909053853,0.7838595620226293
2017-08-28,0.9085563952019211,0.5950477322449713,0.8244205589553233,0.7760082288007385
2017-08-29,0.9085820986343065,0.5978073550604831,0.825378076108707,0.7772558432678323
2017-08-30,0.9050288536619118,0.5907595669708667,0.8250674516745544,0.7736186241024443
2017-08-31,0.9030083989637913,0.5788648732498397,0.8211918115927088,0.7676883612687799
2017-09-01,0.9033886131415434,0.5777278256442995,0.819741490026924,0.7669526429375889
2017-09-05,0.9063435647693698,0.5948188858992626,0.8291370686816147,0.7767665064500825
2017-09-06,0.9063945919863512,0.5952351284631086,0.8300522191925089,0.7772273132139896
2017-09-07,0.9061246778779097,0.5945169519262777,0.8300701019891146,0.7769039105977673
2017-09-08,0.9061983884857077,0.597815862113503,0.8322167561279574,0.778743668909056
2017-09-11,0.9088609148140001,0.6044749915992207,0.8338606574555731,0.7823988546229312
2017-09-12,0.9041313900899146,0.6005161563580228,0.8374219747350424,0.7806898403943267
2017-09-13,0.8994984101366187,0.5945361776883641,0.8371064470507827,0.7770470116252551
2017-09-14,0.9005673042570442,0.6027500574432232,0.8410542923529384,0.7814572180177354
2017-09-15,0.8977944214497307,0.58735793057491,0.8320511391630456,0.7724011637292287
2017-09-18,0.8978103939714259,0.5861123308781264,0.8315739622922176,0.7718322290472566
2017-09-19,0.8978240228771248,0.5849603522081943,0.8301947200945762,0.7709930317266318
2017-09-20,0.896810586393127,0.5818478427799456,0.8298775825600954,0.769512003911056
2017-09-21,0.8963853296734708,0.5842145451365444,0.8312225334832466,0.7706074694310873
2017-09-22,0.8996803284072822,0.6051159003259557,0.8433996624353337,0.7827319637228571
2017-09-25,0.9079607893432959,0.63595472715488,0.856903767596886,0.800273094698354
2017-09-26,0.9055744624191839,0.636210237571869,0.8566625218318905,0.7994824072743145
2017-09-27,0.9042526005340522,0.6312693045240614,0.8543936330298958,0.796638512696003
2017-09-28,0.9056097029270078,0.631385958793752,0.853577790234162,0.7968578173183073
2017-09-29,0.9084841259835991,0.635745125578022,0.8516688152393563,0.798632688933659
2017-10-02,0.908459569065883,0.6370237641511358,0.8534218331031037,0.7996350554400409
2017-10-03,0.9116982198723985,0.6392617083703654,0.8525827291480438,0.8011808857969359
2017-10-04,0.9106746433005668,0.6378451349935028,0.8527713938383911,0.8004303907108202
2017-10-05,0.9122092740810488,0.6394549936772341,0.8535331476315712,0.801732471796618
2017-10-06,0.9118964481407926,0.6303482639373693,0.84810012077149,0.7967816109498841
2017-10-09,0.9104784233588301,0.6264453427187362,0.8464526024233459,0.794458789500304
2017-10-10,0.9110634875409402,0.6287872772840836,0.8474500758058731,0.7957669468769656
2017-10-11,0.9117623104749448,0.6341937412714661,0.8499486516155803,0.7986349011206638
2017-10-12,0.9097870948674347,0.6331012226160723,0.8508730868580475,0.7979204681138515
2017-10-13,0.9118133586166849,0.6464088454956164,0.8553150267255369,0.8045124102792794
2017-10-16,0.9198526802084723,0.6398825406973662,0.8535964908094542,0.8044439039050975
2017-10-17,0.9198988537392717,0.6384974574135845,0.8523919343841343,0.8035960818456634
2017-10-18,0.9193344330559408,0.6381757274938497,0.8525558870470517,0.8033553491989474
2017-10-19,0.9246647005641321,0.6609378695180159,0.8599114637975412,0.815171344626563
2017-10-20,0.9231400534368025,0.6515393114394156,0.8565239207546878,0.8104010952103019
2017-10-23,0.9229747482203539,0.6490708557759318,0.8551826589117606,0.8090760876360154
2017-10-24,0.9230679357264642,0.6491151506448745,0.8553171430124585,0.8091667431279324
2017-10-25,0.9198681652329315,0.6288930190575552,0.8456886902293984,0.798149958173295
2017-10-26,0.9187882206598842,0.6229743045174192,0.8425626359505844,0.7947750537092958
2017-10-27,0.9219364665372779,0.6174427344662464,0.8348276685550291,0.7914022898528511
2017-10-30,0.9203663137888476,0.6147247450994138,0.8349524576345948,0.7900145055076188
2017-10-31,0.9186767074979849,0.6136691805763552,0.8372808519395781,0.7898755800046394
2017-11-01,0.9191002656435796,0.6204365906249923,0.8409336804942894,0.7934901789209539
2017-11-02,0.9171429182743202,0.6116876656503488,0.8377681173753673,0.7888662337666789
2017-11-03,0.9168463160870266,0.6052484452018427,0.8339042592257585,0.7853330068382093
2017-11-06,0.9098662501863436,0.5935042658384334,0.8327993605795785,0.7787232922014518
2017-11-07,0.9095757820596605,0.5930447129824159,0.832810677475489,0.7784770575058552
2017-11-08,0.9103074363033822,0.5973855819643051,0.834118553774918,0.780603857347535
2017-11-09,0.909690355930957,0.5984118952521804,0.8345585027678343,0.7808869179836573
2017-11-10,0.9076231042547422,0.5924964330592275,0.8336025973883763,0.7779073782341154
2017-11-13,0.9074743455881509,0.5944083866291296,0.8339727270119995,0.77861848640976
2017-11-14,0.9103802251729766,0.6079142129232054,0.8394521086119675,0.7859155155693832
2017-11-15,0.9076275653812066,0.5849698751273804,0.8265770481197127,0.7730581628760999
2017-11-16,0.9069246699170057,0.5849219852076782,0.8270494770331908,0.7729653773859583
2017-11-17,0.9059140436049916,0.5820671884741236,0.8263976032684311,0.7714596117825154
2017-11-20,0.9051603652744764,0.5775752107643066,0.8236037226222463,0.7687797662203432
2017-11-21,0.9096662676963905,0.5690270858480926,0.813125571162392,0.7639396415689584
2017-11-22,0.9108068720519894,0.5763648017079982,0.814021787785065,0.7670644871816842
2017-11-24,0.9102303175714925,0.5768849772777995,0.8136365846708858,0.7669172931733926
2017-11-27,0.9133241603806342,0.5894099355426857,0.8191550255569854,0.7739630404934351
2017-11-28,0.9136286233911067,0.5818665961614855,0.8118347519434272,0.7691099904986731
2017-11-29,0.9170640649320014,0.6053204591453116,0.8257649590454167,0.7827164943742432
2017-11-30,0.9181298730477153,0.6072880494040361,0.8252771555350593,0.7835650259956036
2017-12-01,0.9166183505047073,0.6082045693373568,0.8276660738597456,0.7841629979006033
2017-12-04,0.9152534975206187,0.6046303801261325,0.8271468293361719,0.7823435689943077
2017-12-05,0.9164895744461805,0.6119375947282125,0.8277260835417835,0.7853844175720588
2017-12-06,0.9153473895701633,0.5973779485941684,0.8209735445261491,0.7778996275634936
2017-12-07,0.913424150536672,0.5961844549510331,0.8222665057398106,0.7772917037425052
2017-12-08,0.9168698210275532,0.5990083920481626,0.8174478539763995,0.7777753556840384
2017-12-11,0.9172937192143655,0.6048234324451598,0.8213845916408604,0.7811672477667951
2017-12-12,0.9185914684094612,0.6128344908765223,0.8258108697697855,0.7857456096852564
2017-12-13,0.9235183929618019,0.6337776685145032,0.8304983979292921,0.7959314864685325
2017-12-14,0.923559555773045,0.6357597174522653,0.8315596440527934,0.7969596390927012
2017-12-15,0.9241488166729458,0.6339211815088387,0.8293809534317561,0.7958169838711803
2017-12-18,0.916643243178848,0.5876407118672778,0.8010903086350225,0.7684580878937162
2017-12-19,0.9171406083288245,0.5881560079349561,0.8025647775121048,0.7692871312586286
2017-12-20,0.9171289835308362,0.5856173360779628,0.7998722891475762,0.7675395362521251
2017-12-21,0.919479434140576,0.5917112539195818,0.8020990524999244,0.7710965801866941
2017-12-22,0.9182096455564971,0.5840722385833054,0.7970838969387944,0.7664552603595323
2017-12-26,0.9139342145892391,0.5706126125591292,0.7919136214932536,0.7588201495472072
2017-12-27,0.9143500881777542,0.5668683812153437,0.7884359979395236,0.7565514891108739
2017-12-28,0.9125027407548689,0.55678530772052,0.7847505767495927,0.7513462084083272
2017-12-29,0.9108615538119315,0.5620710575620884,0.7913733828916647,0.7547686647552282
2018-01-02,0.92009225398251,0.6075375550924241,0.8154164770459708,0.7810154287069683
2018-01-03,0.9211831335039328,0.611645071479194,0.8166014949122643,0.7831432332984637
2018-01-04,0.9280951678783272,0.6448542120908516,0.8279646508763778,0.8003046769485188
2018-01-05,0.9312294069595416,0.6514386909177524,0.8269123919214635,0.8031934965995858
2018-01-08,0.9312967976639036,0.6513896500590803,0.8273019129827879,0.8033294535685905
2018-01-09,0.9333314355575579,0.6563622970161866,0.8272588975961346,0.805650876723293
2018-01-10,0.9328709387959165,0.6566647960178876,0.8283753343987521,0.8059703564041855
2018-01-11,0.9319798983746648,0.6583535377047774,0.8293468660660203,0.8065601007151542
2018-01-12,0.93171937854107,0.6506654148502948,0.8241425310131943,0.8021757748015198
2018-01-16,0.928026464686103,0.6501946436184082,0.8238857855631411,0.8007022979558841
2018-01-17,0.9293729621850133,0.6584502708890722,0.8270587594981607,0.8049606641907486
2018-01-18,0.9284528356886808,0.655113838036509,0.8254218295925733,0.8029961677725876
2018-01-19,0.9273263859580569,0.6459857662598871,0.8205164182911523,0.7979428568363655
2018-01-22,0.9288027362080769,0.6524220776525316,0.8220604317851822,0.8010950818819302
2018-01-23,0.9337892470147874,0.6605597399582054,0.8226086557204153,0.8056525475644692
2018-01-24,0.9333665753655657,0.6607707017994973,0.8227468610208749,0.8056280460619792
2018-01-25,0.9321961219515267,0.6436215061506556,0.8151180457094744,0.796978557937219
2018-01-26,0.9351225876331098,0.6531107538407519,0.8188449397808405,0.8023594270849008
2018-01-29,0.9377508420658829,0.6635014061479455,0.824229260859742,0.8084938363578568
2018-01-30,0.9398916553491619,0.6749134072309875,0.8306040275147214,0.815136363364957
2018-01-31,0.9406841510686782,0.6800672502761537,0.8335428187094792,0.818098073351437
2018-02-01,0.940094199376791,0.6936927756158756,0.8426461363606526,0.8254777037844397
2018-02-02,0.9375561153246128,0.6789836465639736,0.8337446900362193,0.8167614839749353
2018-02-05,0.941162320642815,0.6960850574187954,0.8451689809617156,0.827472119674442
2018-02-06,0.942810656935446,0.6996771828828632,0.844871909531249,0.8291199164498527
2018-02-07,0.944186601860426,0.6919523700190414,0.8412206185478703,0.825786530142446
2018-02-08,0.9500778510353577,0.7218918330195233,0.8576411492741876,0.8432036111096896
2018-02-09,0.9493974185113878,0.715803275689427,0.8547729847230933,0.8399912263079693
2018-02-12,0.9480084694594603,0.7156196370856961,0.8566797813177167,0.8401026292876242
2018-02-13,0.9453832367763197,0.7068712185912254,0.8554989843945943,0.8359178132540465
2018-02-14,0.9476406473102498,0.7266543807758864,0.8663015835628022,0.8468655372163129
2018-02-15,0.94972782382686,0.7285720421711535,0.8641039485052164,0.8474679381677434
2018-02-16,0.9497209108205978,0.7271326138662927,0.8638367282175575,0.8468967509681494
2018-02-20,0.9466374706655698,0.708244697763845,0.8562688058306757,0.8370503247533635
2018-02-21,0.9461715704094527,0.7074874598699364,0.8561682121087371,0.836609080796042
2018-02-22,0.9467679091859056,0.7093147023113512,0.8551166449829665,0.837066418826741
2018-02-23,0.9473352467457622,0.7141622290582657,0.8565642227075723,0.8393538995038666
2018-02-26,0.9475034146164037,0.707074603760601,0.8508181639479865,0.8351320607749971
2018-02-27,0.9518431171245789,0.7194880060263097,0.8549055264545621,0.8420788832018169
2018-02-28,0.9517904113433259,0.7163570939795202,0.853196752875394,0.84044808606608
2018-03-01,0.9505094854787726,0.7084702229455214,0.8503367815731141,0.836438829999136
2018-03-02,0.9508988874236124,0.7072018773741889,0.846236998908833,0.8347792545688781
2018-03-05,0.9505918498686977,0.7061349356857171,0.8457394002327113,0.8341553952623754
2018-03-06,0.9506782042327495,0.7071573146558694,0.8463773384986978,0.8347376191291055
2018-03-07,0.9511092090679154,0.7125513551644109,0.8491934983571808,0.837618020863169
2018-03-08,0.9513432565398815,0.7164397481484589,0.8518029101013386,0.8398619715965596
2018-03-09,0.9528714620903747,0.7287396935062254,0.8586320438914026,0.8467477331626675
2018-03-12,0.953661949271909,0.7305889120498814,0.8588569841870626,0.8477026151696178
2018-03-13,0.954768445955146,0.7356446354866496,0.861054614623231,0.8504892320216756
2018-03-14,0.9546963581907338,0.7355401560625,0.8611093972941338,0.8504486371824559
2018-03-15,0.9545414844231677,0.7371460007538704,0.861894702426918,0.851194062534652
2018-03-16,0.9545647027862554,0.7391820455989305,0.8632776877079836,0.8523414786977231
2018-03-19,0.9575455899600344,0.7447067920420701,0.8635096649210733,0.8552540156410592
2018-03-20,0.9576195643253024,0.747283108726349,0.8656215042031306,0.8568413924182607
2018-03-21,0.9571514555419551,0.7480475820592868,0.865985940345421,0.8570616593155543
2018-03-22,0.9576067224157669,0.767303673326105,0.8825881112483399,0.8691661689967374
2018-03-23,0.9582989052380423,0.7697803608525026,0.8837219157143411,0.870600393934962
2018-03-26,0.9608455721654328,0.7763644561820918,0.8855157058024036,0.8742419113833093
2018-03-27,0.9602223190665556,0.7704456786892417,0.8829355191653916,0.871201172307063
2018-03-28,0.9603115261486658,0.7796791117201199,0.889232797997554,0.8764078119554465
2018-03-29,0.9597102432891649,0.7780656175531623,0.889022753576278,0.8755995381395351
2018-04-02,0.9610074564191958,0.7839349786053562,0.8916868738261517,0.8788764362835679
2018-04-03,0.9604028511160322,0.779209836681229,0.8898850468724758,0.8764992448899123
2018-04-04,0.9596351439331401,0.7820431282506987,0.8926607177806103,0.8781129966548163
2018-04-05,0.9598707989477802,0.7819552638419375,0.8928642358476802,0.8782300995457991
2018-04-06,0.9606772745233454,0.7853745755939101,0.8951235425903982,0.8803917975692178
2018-04-09,0.9605541409979074,0.7844694503413593,0.8946013529138122,0.8798749814176929
2018-04-10,0.9617414185648802,0.7912463946642089,0.8989922577992251,0.8839933570094379
2018-04-11,0.9613610484269312,0.7877651117479614,0.8964575121888783,0.8818612241212569
2018-04-12,0.9610902668260001,0.786084875402956,0.895815381911413,0.880996841380123
2018-04-13,0.9615423695234335,0.7870500749773836,0.8962353613842733,0.8816092686283635
2018-04-16,0.9610975856871812,0.7855687133214853,0.8957625667481962,0.8808096219189543
2018-04-17,0.9613386676731034,0.780951602041835,0.8925812461089975,0.8782905052746454
2018-04-18,0.9624221387933125,0.787581199478104,0.894727470535993,0.8815769362691365
2018-04-19,0.9632757788318952,0.7887181492546843,0.894580862615002,0.8821915969005273
2018-04-20,0.9632061057021069,0.7913276143550647,0.8975843799468614,0.884039366668011
2018-04-23,0.962776476369713,0.7905838070147372,0.8976294631004551,0.8836632488283017
2018-04-24,0.9600289247948652,0.7804475052288367,0.8948426176952863,0.8784396825729961
2018-04-25,0.9596090572575301,0.7770928037823696,0.8928340654273552,0.8765119754890849
2018-04-26,0.9592521130551567,0.7758894689611624,0.8926049240206235,0.8759155020123143
2018-04-27,0.9593540589586356,0.7784544135230672,0.894168140159683,0.8773255375471286
2018-04-30,0.9595730096453622,0.7877760221867631,0.9000541886202125,0.8824677401507793
2018-05-01,0.9594106350931341,0.7876132361587203,0.8999826729814898,0.8823355147444479
2018-05-02,0.9595223199544478,0.7871036274278567,0.8998802041257854,0.8821687171693634
2018-05-03,0.9589729590360457,0.7858069431298573,0.8993962642263874,0.8813920554640968
2018-05-04,0.9575575503493973,0.7858630592051872,0.9012973120940502,0.8815726405495449
2018-05-07,0.9569115997130654,0.7761589085993887,0.8962963072294324,0.8764556051806288
2018-05-08,0.9572625708019943,0.7789203679333272,0.8978380075577332,0.8780069820976849
2018-05-09,0.957335392560936,0.7760130396225221,0.8957297606741318,0.8763593976191967
2018-05-10,0.9572904867978543,0.7774077103980438,0.8969971879082584,0.8772317950347189
2018-05-11,0.9549555850401076,0.7635306420314886,0.889946411981642,0.8694775463510794
2018-05-14,0.9549642261148026,0.7641475846586812,0.8902265823119312,0.869779464361805
2018-05-15,0.9556278022970168,0.7675232437258767,0.8915939203772879,0.8715816554667272
2018-05-16,0.9559914876859629,0.7712984830478777,0.8931578847770552,0.873482618503632
2018-05-17,0.9562976827986378,0.7716772064278864,0.8932489526216378,0.8737412806160539
2018-05-18,0.9556411752116865,0.7686533037060307,0.8925017718532514,0.8722654169236561
2018-05-21,0.9562148536205352,0.7694999935201314,0.8915965850264004,0.872437144055689
2018-05-22,0.9565901808206343,0.7677565608507664,0.8902046758459645,0.8715171391724551
2018-05-23,0.9542290947707291,0.7643131240484289,0.890679674449466,0.8697406310895414
2018-05-24,0.9558687863766638,0.7642422280560166,0.890629447839978,0.8702468207575529
2018-05-25,0.9552791391579577,0.7616412508939028,0.8892157262963034,0.8687120387827214
2018-05-29,0.9561850313683611,0.7547859092583432,0.8831167400759237,0.8646958935675425
2018-05-30,0.9564141848887213,0.7559648038487929,0.8828673724156906,0.8650821203844016
2018-05-31,0.9564780923090168,0.7564407745707444,0.8832732413351094,0.8653973694049569
2018-06-01,0.956367828243606,0.7574328169529366,0.8837752833299384,0.8658586428421603
2018-06-04,0.9570626681767076,0.759877519684313,0.8849004408100375,0.8672802095570193
2018-06-05,0.9576980507480966,0.7683010531551309,0.8893600799206056,0.8717863946079444
2018-06-06,0.9566272149348505,0.7599881116351853,0.8847641933206537,0.8671265066302299
2018-06-07,0.9554534619390528,0.7573649457425341,0.8830233276397865,0.8652805784404579
2018-06-08,0.9549583833035058,0.7516020937368961,0.8792543304044459,0.8619382691482826
2018-06-11,0.9542765944370111,0.7491108331060952,0.8784879831164213,0.8606251368865091
2018-06-12,0.9547296955945956,0.745718595671199,0.8762994364053823,0.8589159092237257
2018-06-13,0.9547319323278244,0.7448225174914832,0.8756099216637361,0.8583881238276811
2018-06-14,0.9543573817608241,0.7328420050248807,0.8664777560936489,0.8512257142931179
2018-06-15,0.9536970992184857,0.7315320503207627,0.8669149637562474,0.850714704431832
2018-06-18,0.954771095355912,0.7358461937617928,0.8670456434631418,0.8525543108602823
2018-06-19,0.9504419671806982,0.7155695643703662,0.8579386842750447,0.841316738608703
2018-06-20,0.9503824420225384,0.7151309736199475,0.8577151788005934,0.8410761981476931
2018-06-21,0.9509726011328122,0.7203847854024885,0.8584403248234939,0.8432659037862648
2018-06-22,0.9530477993035362,0.7251483789374794,0.8580196099334229,0.8454052627248129
2018-06-25,0.9513096860226898,0.7144786346563964,0.8539780576075874,0.8399221260955579
2018-06-26,0.9493383813748983,0.7157301735607315,0.8567346036773651,0.8406010528709983
2018-06-27,0.9521205375881046,0.732216827559738,0.8650875475224243,0.8498083042234224
2018-06-28,0.9558888273257575,0.751937817131322,0.8720940996006916,0.8599735813525905
2018-06-29,0.9571192266742302,0.7544733268448557,0.8726365951135779,0.861409716210888
2018-07-02,0.9569975972881613,0.7516927624454742,0.8727701507479996,0.8604868368272117
2018-07-03,0.9562920688415564,0.7449449445625475,0.8708468431443737,0.8573612855161592
2018-07-05,0.9559615196004596,0.7567672818534574,0.8798073886087564,0.8641787300208912
2018-07-06,0.9527026368849162,0.7527225603878326,0.8803070675790661,0.861910754950605
2018-07-09,0.9545939738131582,0.7597871621179579,0.8825451766924177,0.8656421042078447
2018-07-10,0.9542875197885405,0.7600863589036949,0.8833505821149793,0.865908153602405
2018-07-11,0.955194372427235,0.7644694491650805,0.8877677920299774,0.869143871207431
2018-07-12,0.9562420493593208,0.7699920630751292,0.8903561850226724,0.8721967658190408
2018-07-13,0.9560359991779067,0.7677249035163772,0.8887681022163846,0.8708430016368895
2018-07-16,0.9563172526823114,0.7665628217045811,0.8875985465984841,0.8701595403284589
2018-07-17,0.956066023704062,0.7658090957504802,0.8874525990463359,0.8697759061669593
2018-07-18,0.9543544869797286,0.7617005918565584,0.8858126458544646,0.8672892415635838
2018-07-19,0.9551419537728117,0.7656834626519997,0.8878092726515202,0.8695448963587773
2018-07-20,0.9514424779306426,0.754580183255414,0.884568810360238,0.8635304905154314
2018-07-23,0.9511459452327015,0.7535522748541498,0.8841636867205034,0.8629539689357849
2018-07-24,0.9485281672010132,0.7331018781079726,0.8759082352461358,0.8525127601850405
2018-07-25,0.9487675904115337,0.7372786722858654,0.8791826544591135,0.8550763057188376
2018-07-26,0.9492295011929299,0.7397143773180389,0.8801919167999679,0.8563785984369789
2018-07-27,0.9475902049643681,0.7320365063452203,0.8772172685436536,0.8522813266177472
2018-07-30,0.9467229051794055,0.723173160905077,0.8741393556588654,0.8480118072477826
2018-07-31,0.9440434183869428,0.6906596767548181,0.8536810572844178,0.8294613841420596
2018-08-01,0.9433995014903904,0.6863199225947786,0.8515669534637343,0.8270954591829677
2018-08-02,0.937913523216365,0.6728388852271538,0.8497294366511734,0.820160615031564
2018-08-03,0.9381236975558861,0.6699669762492043,0.8465211009509849,0.8182039249186918
2018-08-06,0.9385632850916696,0.6680095309152919,0.8432469302495594,0.816606582085507
2018-08-07,0.9397255354658798,0.6651867108461389,0.8397563014514416,0.8148895159211534
2018-08-08,0.9378873142546932,0.6534444333161814,0.8318159211574386,0.8077158895761044
2018-08-09,0.9384635304718874,0.6542222547563826,0.8313327159232191,0.8080061670504963
2018-08-10,0.9386456202449087,0.6552278431043989,0.8316177242126614,0.8084970625206563
2018-08-13,0.9394217611844089,0.6604225273780089,0.8340722123638217,0.8113055003087465
2018-08-14,0.93265997738429,0.6248489336694719,0.8207570505811534,0.7927553205449719
2018-08-15,0.9373604436719539,0.6400545658580993,0.8254137520897626,0.8009429205399385
2018-08-16,0.9333082246130584,0.6307345293360903,0.823465177490718,0.7958359771466222
2018-08-17,0.9344816160167541,0.6357965009972174,0.8259369644268054,0.798738360480259
2018-08-20,0.933899986871954,0.6367399030185867,0.8279484013799125,0.7995294304234845
2018-08-21,0.9354095024499839,0.6349659713032444,0.8243130506459496,0.7982295081330593
2018-08-22,0.9370908820309267,0.6424158399260992,0.8266820993258567,0.8020629404276276
2018-08-23,0.9387817937092754,0.6544521155122429,0.8333411346915239,0.8088583479710141
2018-08-24,0.9399987980068336,0.6575539676515529,0.8344344351538309,0.8106624002707391
2018-08-27,0.9416016071590946,0.6675002989696832,0.8398669116881523,0.81632293927231
2018-08-28,0.9410022071502874,0.6648402667337562,0.8387656083715621,0.8148693607518686
2018-08-29,0.9422627910463743,0.6656166376614541,0.8375580167598616,0.8151458151558967
2018-08-30,0.9494800785464095,0.6948377242813841,0.8487674545040154,0.831028419110603
2018-08-31,0.9494564106908526,0.6934760936492507,0.8485136910183447,0.8304820651194826
2018-09-04,0.9493320587556419,0.693312009070389,0.848824397628887,0.8304894884849725
2018-09-05,0.949386668927963,0.7007828989300692,0.8550791819637841,0.8350829166072721
2018-09-06,0.9486765398256534,0.7011264807636544,0.8564001215260693,0.8354010473717923
2018-09-07,0.9480239844121601,0.6998657084061605,0.8562250834634877,0.8347049254272694
2018-09-10,0.9467575486218545,0.6990322501575424,0.8584406444808349,0.8347434810867439
2018-09-11,0.9466575194490641,0.6971351245735187,0.8575243300620411,0.8337723246948746
2018-09-12,0.9490581014378194,0.6999070427909074,0.8571671654295944,0.8353774365527737
2018-09-13,0.9525550290320718,0.7235187853167424,0.8683266317228149,0.8481334820238763
2018-09-14,0.9519793334617015,0.7231287109753343,0.8681496671130129,0.847752570516683
2018-09-17,0.9499916908922137,0.7255713857650741,0.8724256627213045,0.849329579792864
2018-09-18,0.949682379370616,0.7215683801360544,0.8697460503607942,0.8469989366224882
2018-09-19,0.9502786234033381,0.7299747867876761,0.87523421326119,0.8518292078174015
