year,FDI_Pct_GDP,GDP_USD,Inflation_Pct
2020-08-31,1.68770756292082,14996414166715.1,2.41942189457782
2020-09-30,1.68770756292082,14996414166715.1,2.41942189457782
2020-10-31,1.68770756292082,14996414166715.1,2.41942189457782
2020-11-30,1.68770756292082,14996414166715.1,2.41942189457782
2020-12-31,1.68770756292082,14996414166715.1,2.41942189457782
2021-01-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-02-28,1.8903454142588,18201698719564.0,0.981015135544882
2021-03-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-04-30,1.8903454142588,18201698719564.0,0.981015135544882
2021-05-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-06-30,1.8903454142588,18201698719564.0,0.981015135544882
2021-07-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-08-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-09-30,1.8903454142588,18201698719564.0,0.981015135544882
2021-10-31,1.8903454142588,18201698719564.0,0.981015135544882
2021-11-30,1.8903454142588,18201698719564.0,0.981015135544882
2021-12-31,1.8903454142588,18201698719564.0,0.981015135544882
2022-01-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-02-28,1.03841365474349,18316765021690.2,1.97357555739051
2022-03-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-04-30,1.03841365474349,18316765021690.2,1.97357555739051
2022-05-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-06-30,1.03841365474349,18316765021690.2,1.97357555739051
2022-07-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-08-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-09-30,1.03841365474349,18316765021690.2,1.97357555739051
2022-10-31,1.03841365474349,18316765021690.2,1.97357555739051
2022-11-30,1.03841365474349,18316765021690.2,1.97357555739051
2022-12-31,1.03841365474349,18316765021690.2,1.97357555739051
2023-01-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-02-28,0.280991103634816,18270356654533.2,0.234836828893051
