date,China_Stress_Index
2015-09-28,-0.26853328402447796
2015-09-29,-0.24831873225050272
2015-09-30,-0.23344390426798522
2015-10-01,-0.24302432719039163
2015-10-02,-0.27428392434459
2015-10-05,-0.3455338281917263
2015-10-06,-0.4059608095453511
2015-10-07,-0.4620476688677112
2015-10-08,-0.5151846486778682
2015-10-09,-0.5607484963400687
2015-10-12,-0.5929724737970906
2015-10-13,-0.615466646653805
2015-10-14,-0.6212337046753692
2015-10-15,-0.6326641984608775
2015-10-16,-0.6429414506066197
2015-10-19,-0.6483840267720987
2015-10-20,-0.6580733631435504
2015-10-21,-0.6652547168914245
2015-10-22,-0.6694482043532419
2015-10-23,-0.6690126397218126
2015-10-26,-0.6634592204698191
2015-10-27,-0.6688340773194159
2015-10-28,-0.6910671599676596
2015-10-29,-0.7091428962662926
2015-10-30,-0.6908093501068154
2015-11-02,-0.6839934123713874
2015-11-03,-0.6665633466377751
2015-11-04,-0.6200486900132874
2015-11-05,-0.5615078153438311
2015-11-06,-0.5548257016569764
2015-11-09,-0.5117097745520784
2015-11-10,-0.48137935816267036
2015-11-11,-0.46696287573169554
2015-11-12,-0.4384151620233586
2015-11-13,-0.3774582177214424
2015-11-16,-0.3621503783189405
2015-11-17,-0.3319718284483606
2015-11-18,-0.3150263328536175
2015-11-19,-0.30326169623638893
2015-11-20,-0.3188776726059486
2015-11-23,-0.3218095699222957
2015-11-24,-0.3363616522687374
2015-11-25,-0.3533218750820618
2015-11-26,-0.3807866120342386
2015-11-27,-0.39122175022969763
2015-11-30,-0.4210249687261845
2015-12-01,-0.45497279378106814
2015-12-02,-0.46373911369808596
2015-12-03,-0.4674467224846556
2015-12-04,-0.5033682049571406
2015-12-07,-0.5165545878606894
2015-12-08,-0.5412770929914827
2015-12-09,-0.5614629091485739
2015-12-10,-0.578598215945896
2015-12-11,-0.5166686132955477
2015-12-14,-0.47502135409304336
2015-12-15,-0.4280189997028887
2015-12-16,-0.4250336809279113
2015-12-17,-0.3943625271433304
2015-12-18,-0.38366005630448596
2015-12-21,-0.3817788641306482
2015-12-22,-0.37447332016849655
2015-12-23,-0.3442512162969148
2015-12-24,-0.34523124769075714
2015-12-25,-0.37869594432527476
2015-12-28,-0.3713074426106971
2015-12-29,-0.37570383277792074
2015-12-30,-0.3629098481115278
2015-12-31,-0.3251446466601852
2016-01-01,-0.2873794452088426
2016-01-04,-0.2187532980043411
2016-01-05,-0.130693367476795
2016-01-06,-0.041425585574808174
2016-01-07,0.06159905884232224
2016-01-08,0.1801609693432586
2016-01-11,0.24133666209825888
2016-01-12,0.2908729030053995
2016-01-13,0.3418659966702046
2016-01-14,0.3307873053725443
2016-01-15,0.33422284789529416
2016-01-18,0.3533952083781134
2016-01-19,0.36712815033449175
2016-01-20,0.3750908547695051
2016-01-21,0.3878516859993921
2016-01-22,0.3331090064335433
2016-01-25,0.2915053119533361
2016-01-26,0.2525608201540898
2016-01-27,0.2015892080631531
2016-01-28,0.1547108124562354
2016-01-29,0.12939223611335543
2016-02-01,0.08502270538548211
2016-02-02,0.04144452043100786
2016-02-03,-0.00720989995181584
2016-02-04,-0.045135384329060495
2016-02-05,-0.07685819896565102
2016-02-08,-0.09065446559935192
2016-02-09,-0.09589667483404794
2016-02-10,-0.09732071771457043
2016-02-11,-0.0764868155401585
2016-02-12,-0.08527615008092367
2016-02-15,-0.1066632444721988
2016-02-16,-0.07533892407869576
2016-02-17,-0.055222759566155896
2016-02-18,-0.059513335311684165
2016-02-19,-0.02876234112509366
2016-02-22,-0.01351150729890272
2016-02-23,-0.02873930719702702
2016-02-24,-0.03813620897242072
2016-02-25,-0.05017721100571617
2016-02-26,-0.049597247222031446
2016-02-29,-0.030643253484138055
2016-03-01,-0.0526528351484508
2016-03-02,-0.07949517877266762
2016-03-03,-0.0733670593322764
2016-03-04,-0.07720129454945103
2016-03-07,-0.088140788712142
2016-03-08,-0.054269575101654
2016-03-09,-0.020605546321552114
2016-03-10,-0.02087693507429835
2016-03-11,-0.03328413135811975
2016-03-14,-0.039286855021037737
2016-03-15,-0.06531022108383353
2016-03-16,-0.12867153085754604
2016-03-17,-0.16327664705947492
2016-03-18,-0.18777953456563184
2016-03-21,-0.2195565294279452
2016-03-22,-0.2432111251969687
2016-03-23,-0.20818780411518523
2016-03-24,-0.19493476504811103
2016-03-25,-0.17818404630209828
2016-03-28,-0.15065063967323347
2016-03-29,-0.13128078760058515
2016-03-30,-0.10075966845844606
2016-03-31,-0.06929823642653354
2016-04-01,-0.038889297070145754
2016-04-04,-0.011304772254774758
2016-04-05,0.02290440213466386
2016-04-06,0.02428003792741579
2016-04-07,0.04195472779006797
2016-04-08,0.05387294944604175
2016-04-11,0.06815256418775642
2016-04-12,0.06459536975422464
2016-04-13,0.06514791723858959
2016-04-14,0.047419266250637596
2016-04-15,0.016054151596655186
2016-04-18,-0.02285984083545379
2016-04-19,-0.05024169712670915
2016-04-20,-0.07411712888545345
2016-04-21,-0.09577402872035128
2016-04-22,-0.09732157970683304
2016-04-25,-0.0983927254613329
2016-04-26,-0.10270320366972696
2016-04-27,-0.09787381477646163
2016-04-28,-0.0981360004221413
2016-04-29,-0.09907537953179853
2016-05-02,-0.11991664631599738
2016-05-03,-0.1282971382426592
2016-05-04,-0.1307545034000513
2016-05-05,-0.1341755274633898
2016-05-06,-0.14816013028242286
2016-05-09,-0.151859904747803
2016-05-10,-0.17553969298506253
2016-05-11,-0.19349546926242425
2016-05-12,-0.20857944767794745
2016-05-13,-0.2052586239291619
2016-05-16,-0.19231508125635347
2016-05-17,-0.16400591383003107
2016-05-18,-0.15537856408917067
2016-05-19,-0.14057995225257852
2016-05-20,-0.14485336224919423
2016-05-23,-0.15264001329688476
2016-05-24,-0.17851346587417966
2016-05-25,-0.1995731531627555
2016-05-26,-0.22158225891420363
2016-05-27,-0.24456087732256854
2016-05-30,-0.2612912502211614
2016-05-31,-0.2621709296444569
2016-06-01,-0.2541309823995251
2016-06-02,-0.24744638967042212
2016-06-03,-0.2258163829903111
2016-06-06,-0.2067661663716395
2016-06-07,-0.19366005166050698
2016-06-08,-0.1754859496349939
2016-06-09,-0.16984922573840505
2016-06-10,-0.15649254558744646
2016-06-13,-0.11496540811704017
2016-06-14,-0.07774894347644103
2016-06-15,-0.05003002555398499
2016-06-16,-0.02576092349029786
2016-06-17,-0.013934103089656924
2016-06-20,-0.03733793888659762
2016-06-21,-0.05502914866090645
2016-06-22,-0.05521567847249326
2016-06-23,-0.08136922588415371
2016-06-24,-0.014432163273661147
2016-06-27,0.06516196389534232
2016-06-28,0.1111520086932443
2016-06-29,0.12157371110264137
2016-06-30,0.16073629769087255
2016-07-01,0.10422847938370236
2016-07-04,0.03935657949834417
2016-07-05,0.02025131254086044
2016-07-06,0.012771599108555543
2016-07-07,0.005724602107485382
2016-07-08,0.0067139232666837325
2016-07-11,0.0021764569681903797
2016-07-12,-0.017295762873618656
2016-07-13,-0.0398409998701303
2016-07-14,-0.06251466450325285
2016-07-15,-0.08923574021588053
2016-07-18,-0.10844780009378611
2016-07-19,-0.12233408671693088
2016-07-20,-0.13239307312039095
2016-07-21,-0.12483588061195461
2016-07-22,-0.12017875504354196
2016-07-25,-0.12203713373172416
2016-07-26,-0.1309347105881838
2016-07-27,-0.1368162686412166
2016-07-28,-0.12964014538562713
2016-07-29,-0.12609678795925508
2016-08-01,-0.11962056833972681
2016-08-02,-0.09847572902771443
2016-08-03,-0.08659706030528676
2016-08-04,-0.09215572474611354
2016-08-05,-0.09655775186089824
2016-08-08,-0.09838762275241557
2016-08-09,-0.10058901594195613
2016-08-10,-0.08457097067633663
2016-08-11,-0.07482892002264678
2016-08-12,-0.0571861354859561
2016-08-15,-0.051263792428615715
2016-08-16,-0.04039758201566927
2016-08-17,-0.049954735120695884
2016-08-18,-0.06323251435687391
2016-08-19,-0.0656998974946126
2016-08-22,-0.04026983809778016
2016-08-23,-0.03370807099726902
2016-08-24,-0.009049493904065776
2016-08-25,0.01682836943334373
2016-08-26,0.03228047324842193
2016-08-29,0.028306416898691546
2016-08-30,0.030735749078497597
2016-08-31,0.017600852740186187
2016-09-01,0.009490244345780755
2016-09-02,-0.007988877862589875
2016-09-05,-0.020587701514894356
2016-09-06,-0.03661241889747528
2016-09-07,-0.05425000664222459
2016-09-08,-0.07096191553107356
2016-09-09,-0.04718047369608931
2016-09-12,-0.044099231675703475
2016-09-13,-0.025149917850146274
2016-09-14,0.009272390997835157
2016-09-15,0.04063675416296429
2016-09-16,0.035887324749292515
2016-09-19,0.04650097558083331
2016-09-20,0.04770733844761852
2016-09-21,0.04272277178020957
2016-09-22,0.03877966322016056
2016-09-23,0.03752902100016893
2016-09-26,0.03602901526838614
2016-09-27,0.014649032415068004
2016-09-28,-0.020360723775792115
2016-09-29,-0.03616437447693757
2016-09-30,-0.06259611539523793
2016-10-03,-0.08968644115969511
2016-10-04,-0.10904738496078843
2016-10-05,-0.11685680070185907
2016-10-06,-0.1506966859669641
2016-10-07,-0.1665424545161936
2016-10-10,-0.18202603555370742
2016-10-11,-0.13076747832645125
2016-10-12,-0.08044257530858305
2016-10-13,0.004579681560956955
2016-10-14,0.0684720363111403
2016-10-17,0.1327064731955728
2016-10-18,0.130568460701084
2016-10-19,0.12200218489012
2016-10-20,0.0840616854477418
2016-10-21,0.06535941182769506
2016-10-24,0.05034672585877235
2016-10-25,0.04489866688862191
2016-10-26,0.0554474307106696
2016-10-27,0.08484935988006896
2016-10-28,0.1133949875454849
2016-10-31,0.13691767884562242
2016-11-01,0.16512796257500678
2016-11-02,0.18716461313206514
2016-11-03,0.20824984670018667
2016-11-04,0.23214765654745562
2016-11-07,0.23131662644200485
2016-11-08,0.21270172391767264
2016-11-09,0.11564216053372008
2016-11-10,0.0007977914111018336
2016-11-11,-0.12431042641848442
2016-11-14,-0.2055619319243857
2016-11-15,-0.27179331896649156
2016-11-16,-0.24571568515978903
2016-11-17,-0.21138485478092503
2016-11-18,-0.17310970580442223
2016-11-21,-0.15763204719281326
2016-11-22,-0.15251347759920386
2016-11-23,-0.15956709298931734
2016-11-24,-0.1744500824943685
2016-11-25,-0.1803166036070032
2016-11-28,-0.16281541132441396
2016-11-29,-0.14308093382689477
2016-11-30,-0.12903182763853846
2016-12-01,-0.10617932199833749
2016-12-02,-0.09033410594505246
2016-12-05,-0.09986585170486101
2016-12-06,-0.1130613237290864
2016-12-07,-0.12555109505538303
2016-12-08,-0.14345812236153616
2016-12-09,-0.17666502060740544
2016-12-12,-0.18392953468336537
2016-12-13,-0.21248576529394264
2016-12-14,-0.2319419174667739
2016-12-15,-0.22908586866292852
2016-12-16,-0.2149014415599587
2016-12-19,-0.22406928393843337
2016-12-20,-0.20620087991959632
2016-12-21,-0.19584803003495363
2016-12-22,-0.21516552136530107
2016-12-23,-0.23509803585874572
2016-12-26,-0.24247301378295316
2016-12-27,-0.24521489374174993
2016-12-28,-0.24486163623297413
2016-12-29,-0.2212127061983704
2016-12-30,-0.1982995133560846
2017-01-02,-0.17527771574479262
2017-01-03,-0.1721713690540601
2017-01-04,-0.16282119585373792
2017-01-05,-0.14381248923424778
2017-01-06,-0.11868109171751022
2017-01-09,-0.08727357430384373
2017-01-10,-0.03967009309534394
2017-01-11,-0.001006870698318113
2017-01-12,0.03181740237169676
2017-01-13,0.04370403263120389
2017-01-16,0.046099836100089844
2017-01-17,0.06360644517537209
2017-01-18,0.0916459563611031
2017-01-19,0.11421682489722403
2017-01-20,0.1465407763609919
2017-01-23,0.18122323018713163
2017-01-24,0.194476817974291
2017-01-25,0.20247056908832187
2017-01-26,0.18955996776718528
2017-01-27,0.18411606917479925
2017-01-30,0.18539884008218935
2017-01-31,0.19057034397950728
2017-02-01,0.19161360302453745
2017-02-02,0.1912840749822171
2017-02-03,0.17368805224564365
2017-02-06,0.13982591893981616
2017-02-07,0.11029965489694757
2017-02-08,0.07928815192015888
2017-02-09,0.04594097467106007
2017-02-10,0.012014002404155361
2017-02-13,-0.006596712129281689
2017-02-14,-0.03432379392763916
2017-02-15,-0.07716286883727237
2017-02-16,-0.10258702541065448
2017-02-17,-0.12479906684555282
2017-02-20,-0.15193172041312053
2017-02-21,-0.17570661393477993
2017-02-22,-0.1800683512350846
2017-02-23,-0.19755191424884194
2017-02-24,-0.2004576919057997
2017-02-27,-0.19341362440057425
2017-02-28,-0.18209682155477247
2017-03-01,-0.19646767692090067
2017-03-02,-0.21979074971519647
2017-03-03,-0.259208656293213
2017-03-06,-0.31608182423914727
2017-03-07,-0.3810826527101514
2017-03-08,-0.4202105576627485
2017-03-09,-0.4445022336783076
2017-03-10,-0.45854984329745585
2017-03-13,-0.4811491184574754
2017-03-14,-0.48196269336415154
2017-03-15,-0.47757506554127005
2017-03-16,-0.47752148005145123
2017-03-17,-0.4721379046828906
2017-03-20,-0.45840073384786634
2017-03-21,-0.44304623979888164
2017-03-22,-0.43851843353896314
2017-03-23,-0.4302914551291462
2017-03-24,-0.43108326378938033
2017-03-27,-0.4220493047093794
2017-03-28,-0.4358855057869363
2017-03-29,-0.4496099770063108
2017-03-30,-0.4669922502935101
2017-03-31,-0.46197659515457834
2017-04-03,-0.46813954875602953
2017-04-04,-0.47226807183220093
2017-04-05,-0.46963080696422005
2017-04-06,-0.46425607479265907
2017-04-07,-0.4755445793319552
2017-04-10,-0.4688515411065823
2017-04-11,-0.449108628614988
2017-04-12,-0.42675142779377984
2017-04-13,-0.402170904818598
2017-04-14,-0.37278234418717177
2017-04-17,-0.36601475914413695
2017-04-18,-0.3697293329916302
2017-04-19,-0.3876118113294676
2017-04-20,-0.41042554353283317
2017-04-21,-0.4280486178929291
2017-04-24,-0.4613783339800994
2017-04-25,-0.5034053031658404
2017-04-26,-0.5413807104716499
2017-04-27,-0.5774138057459425
2017-04-28,-0.6080345529946245
2017-05-01,-0.6179689197612217
2017-05-02,-0.6172169949606243
2017-05-03,-0.624916774867839
2017-05-04,-0.6334886073295087
2017-05-05,-0.6630814255690181
2017-05-08,-0.6972495488895598
2017-05-09,-0.7296041173639918
2017-05-10,-0.7514192961197996
2017-05-11,-0.7610809313775426
2017-05-12,-0.7574330743231517
2017-05-15,-0.7469466302825067
2017-05-16,-0.736977240042637
2017-05-17,-0.685916131728491
2017-05-18,-0.6593450893031982
2017-05-19,-0.6446843152123641
2017-05-22,-0.6388446827163327
2017-05-23,-0.6339075162686789
2017-05-24,-0.6757013961683367
2017-05-25,-0.6927931072841138
2017-05-26,-0.6987389393682135
2017-05-29,-0.6896762824165054
2017-05-30,-0.675811211220753
2017-05-31,-0.6383234661161985
2017-06-01,-0.6125752307522271
2017-06-02,-0.5839206524676228
2017-06-05,-0.5506229346873898
2017-06-06,-0.5221963299608785
2017-06-07,-0.5217033257668817
2017-06-08,-0.5199797128028535
2017-06-09,-0.5171488685270407
2017-06-12,-0.5069070376411614
2017-06-13,-0.5050425300307683
2017-06-14,-0.4903692328486686
2017-06-15,-0.46522466787647127
2017-06-16,-0.457416690712907
2017-06-19,-0.45575243704837237
2017-06-20,-0.4322218821877506
2017-06-21,-0.40548515257760726
2017-06-22,-0.38000122182828816
2017-06-23,-0.3563597443550944
2017-06-26,-0.34821341208118023
2017-06-27,-0.34003545225249754
2017-06-28,-0.3524520341820181
2017-06-29,-0.39327436393554177
2017-06-30,-0.42341791003673335
2017-07-03,-0.4472702801460243
2017-07-04,-0.48579196623612686
2017-07-05,-0.5088018138636154
2017-07-06,-0.5033341595852727
2017-07-07,-0.5067269448033372
2017-07-10,-0.5093923659291718
2017-07-11,-0.5147054538791535
2017-07-12,-0.5216848571657791
2017-07-13,-0.5419366875368323
2017-07-14,-0.5552792017092263
2017-07-17,-0.5675514674117238
2017-07-18,-0.567629309412547
2017-07-19,-0.5820559523489648
2017-07-20,-0.6048160275962466
2017-07-21,-0.6239945607822478
2017-07-24,-0.6433566288185817
2017-07-25,-0.675569527652842
2017-07-26,-0.689884515054431
2017-07-27,-0.684592205163489
2017-07-28,-0.6706802719307486
2017-07-31,-0.6503998415487768
2017-08-01,-0.6365643888163299
2017-08-02,-0.6242070773170502
2017-08-03,-0.6178143392717198
2017-08-04,-0.61823332677087
2017-08-07,-0.6091595681409959
2017-08-08,-0.5917061409320628
2017-08-09,-0.5616798386556083
2017-08-10,-0.4872225818899391
2017-08-11,-0.40665348235522786
2017-08-14,-0.3599896400920226
2017-08-15,-0.31400414522698156
2017-08-16,-0.2792204651379537
2017-08-17,-0.25363879998160854
2017-08-18,-0.2538591785831457
2017-08-21,-0.24105418166400785
2017-08-22,-0.24030207104985193
2017-08-23,-0.23151644401044047
2017-08-24,-0.2664364707927261
2017-08-25,-0.28893997417583894
2017-08-28,-0.29087087233653597
2017-08-29,-0.27290410475029825
2017-08-30,-0.27195435522805933
2017-08-31,-0.26090123413274496
2017-09-01,-0.24301718324558905
2017-09-04,-0.24260533107533658
2017-09-05,-0.2308752367564006
2017-09-06,-0.23332502455084847
2017-09-07,-0.22733468968838344
2017-09-08,-0.22207048760076892
2017-09-11,-0.20070216918491535
2017-09-12,-0.1926678032454031
2017-09-13,-0.16962798581060887
2017-09-14,-0.15802411971166716
2017-09-15,-0.14757410521970785
2017-09-18,-0.14705347521835815
2017-09-19,-0.14327313063861724
2017-09-20,-0.13721008003222174
2017-09-21,-0.12473479944240118
2017-09-22,-0.10693534805427966
2017-09-25,-0.08734453541317544
2017-09-26,-0.08781388520862057
2017-09-27,-0.09476160644581642
2017-09-28,-0.10694557112476047
2017-09-29,-0.12316370793594708
2017-10-02,-0.14074767487303919
2017-10-03,-0.1603178097578095
2017-10-04,-0.17719710953037587
2017-10-05,-0.19852795291265476
2017-10-06,-0.2387258962240777
2017-10-09,-0.27855419118585223
2017-10-10,-0.24876947490443674
2017-10-11,-0.21989833012334953
2017-10-12,-0.1828364687709308
2017-10-13,-0.12841370488386888
2017-10-16,-0.07974571303187236
2017-10-17,-0.06886314075363498
2017-10-18,-0.052667518619846934
2017-10-19,-0.04412715564315445
2017-10-20,-0.04239453493730387
2017-10-23,-0.022632991801749536
2017-10-24,-0.03200597977235601
2017-10-25,-0.043156152655360616
2017-10-26,-0.0450460642352533
2017-10-27,-0.0483640795378444
2017-10-30,-0.06525284681106722
2017-10-31,-0.07768147483368182
2017-11-01,-0.08766089665280613
2017-11-02,-0.09815516913312824
2017-11-03,-0.09795210366411805
2017-11-06,-0.09761378185106645
2017-11-07,-0.0925621899783846
2017-11-08,-0.1470483821157448
2017-11-09,-0.20877525123096433
2017-11-10,-0.26544002034752473
2017-11-13,-0.32128864083112124
2017-11-14,-0.3792028661042471
2017-11-15,-0.3695244260837674
2017-11-16,-0.36775011295937654
2017-11-17,-0.37708940550928993
2017-11-20,-0.39652477823991444
2017-11-21,-0.42136865455942835
2017-11-22,-0.44203315546435445
2017-11-23,-0.4537148265327473
2017-11-24,-0.45634847835141634
2017-11-27,-0.44569086668981284
2017-11-28,-0.43134782372211655
2017-11-29,-0.42380774402281834
2017-11-30,-0.4217028279767968
2017-12-01,-0.41867420021194796
2017-12-04,-0.437849236463267
2017-12-05,-0.4463426001322957
2017-12-06,-0.46484029319208664
2017-12-07,-0.4795675512575993
2017-12-08,-0.5025305227154968
2017-12-11,-0.5221621395204628
2017-12-12,-0.5405843154668603
2017-12-13,-0.534017697725533
2017-12-14,-0.5275857283415637
2017-12-15,-0.5197226028869852
2017-12-18,-0.5164909659896264
2017-12-19,-0.5114045450964666
2017-12-20,-0.5059842938124759
2017-12-21,-0.4890060436563129
2017-12-22,-0.45359251388175786
2017-12-25,-0.40176258430529954
2017-12-26,-0.3349853664795611
2017-12-27,-0.3161985242780486
2017-12-28,-0.2873498633418589
2017-12-29,-0.2615785013308546
2018-01-01,-0.23564343975670826
2018-01-02,-0.254557785266876
2018-01-03,-0.2346846074720838
2018-01-04,-0.23391739223733263
2018-01-05,-0.24265773930053838
2018-01-08,-0.26262439001545806
2018-01-09,-0.2432910245314083
2018-01-10,-0.22569562090458964
2018-01-11,-0.20733935573637816
2018-01-12,-0.18189507771535024
2018-01-15,-0.14421401734168665
2018-01-16,-0.10937682032920353
2018-01-17,-0.07759058507667067
2018-01-18,-0.05722707096488634
2018-01-19,-0.05346434099702949
2018-01-22,-0.052547569960774365
2018-01-23,-0.05778058696715749
2018-01-24,-0.06158088621422657
2018-01-25,-0.03797240357751219
2018-01-26,-0.00502154374411728
2018-01-29,0.03576965102329126
2018-01-30,0.07814099711437954
2018-01-31,0.10951428118400186
2018-02-01,0.11816488021275373
2018-02-02,0.14568099744555404
2018-02-05,0.29997965006065364
2018-02-06,0.38814806952784286
2018-02-07,0.44124039455299735
2018-02-08,0.5850502954728313
2018-02-09,0.6757557656777241
2018-02-12,0.5952396143660394
2018-02-13,0.5887855405342789
2018-02-14,0.5846640701777367
2018-02-15,0.502758706791026
2018-02-16,0.4505795651654675
2018-02-19,0.436011569180597
2018-02-20,0.40633170513632777
2018-02-21,0.416744248522405
2018-02-22,0.41302297011916284
2018-02-23,0.3866004045397438
2018-02-26,0.3545868363742505
2018-02-27,0.3525364811772006
2018-02-28,0.36175706514398803
2018-03-01,0.40054621304770033
2018-03-02,0.43948468143694636
2018-03-05,0.46245633289027205
2018-03-06,0.4780822393146139
2018-03-07,0.47741221897437036
2018-03-08,0.4513019153984999
2018-03-09,0.4106327636435144
2018-03-12,0.3899119138253456
2018-03-13,0.33973086989981205
2018-03-14,0.29682551350316966
