Date,EXPOSURE_RATIO
2017-04-07,81.82955802379185
2017-04-10,81.29531636142774
2017-04-11,80.990570259066
2017-04-12,81.43196291402552
2017-04-13,81.75062421269665
2017-04-17,81.4562867442201
2017-04-18,80.29804910222032
2017-04-19,79.97776699149975
2017-04-20,80.38759727091164
2017-04-21,80.39044201436516
2017-04-24,79.95585142198055
2017-04-25,80.55544260030182
2017-04-26,80.64777558705222
2017-04-27,80.24705754221499
2017-04-28,80.40145869862373
2017-05-01,80.34505012102736
2017-05-02,80.0442805810199
2017-05-03,79.76663327042868
2017-05-04,78.54947054554148
2017-05-05,78.2828776893133
2017-05-08,78.04716290649941
2017-05-09,79.46755341942689
2017-05-10,80.11216344805466
2017-05-11,80.21387701929716
2017-05-12,81.20045560582076
2017-05-15,81.80880413564155
2017-05-16,81.69755189659385
2017-05-17,81.99358382673235
2017-05-18,81.916421793909
2017-05-19,82.22091269875237
2017-05-22,82.1996763258354
2017-05-23,81.91470508398817
2017-05-24,81.74469383643587
2017-05-25,82.69160900823238
2017-05-26,82.68814581198146
2017-05-30,83.00692246833171
2017-05-31,82.59543802274753
2017-06-01,82.67870147414128
2017-06-02,82.44511700928041
2017-06-05,82.03763296566005
2017-06-06,82.83179691127096
2017-06-07,82.41377937780412
2017-06-08,82.7400555527118
2017-06-09,82.13105892512046
2017-06-12,81.41302235074873
2017-06-13,81.48407725019044
2017-06-14,81.22137337150635
2017-06-15,80.4404596861191
2017-06-16,80.64703114206448
2017-06-19,81.11281708881477
2017-06-20,80.75625640814481
2017-06-21,80.69448695875057
2017-06-22,81.2626712760508
2017-06-23,81.22702423241005
2017-06-26,82.1125142757872
2017-06-27,81.95633111460269
2017-06-28,81.63717370677134
2017-06-29,81.51746423439367
2017-06-30,81.55058140863648
2017-07-03,82.25310602836576
2017-07-05,81.73610472143504
2017-07-06,81.54086925996774
2017-07-07,80.97445700866572
2017-07-10,81.03099307343278
2017-07-11,82.6289727773989
2017-07-12,83.7424832276474
2017-07-13,83.80514668486245
2017-07-14,84.71030528512055
2017-07-17,84.37681855228254
2017-07-18,84.21089883299257
2017-07-19,84.78280459807273
2017-07-20,84.56419108214203
2017-07-21,84.5590932026708
2017-07-24,84.8814101720138
2017-07-25,84.49493730381359
2017-07-26,85.33443944836372
2017-07-27,85.11250601727419
2017-07-28,85.31301987884561
2017-07-31,85.60291905673478
2017-08-01,86.39637767594391
2017-08-02,86.13372763816514
2017-08-03,86.16040254280628
2017-08-04,85.98362894260327
2017-08-07,86.14458207652363
2017-08-08,86.97968460623221
2017-08-09,86.30035028607101
2017-08-10,85.03025266126349
2017-08-11,85.0472637208724
2017-08-14,84.9577004388118
2017-08-15,84.76660939240692
2017-08-16,85.90596643807967
2017-08-17,85.63229566145041
2017-08-18,85.95051890350706
2017-08-21,86.84412343761451
2017-08-22,87.26047952545967
2017-08-23,88.02116966196775
2017-08-24,88.55246398653736
2017-08-25,89.76738450908684
2017-08-28,89.80429436544765
2017-08-29,89.78277131819932
2017-08-30,89.35942037246062
2017-08-31,88.7648295772768
2017-09-01,88.67954271594321
2017-09-05,88.0900130931368
2017-09-06,88.15235488749244
2017-09-07,88.44467796527468
2017-09-08,88.18620816492283
2017-09-11,88.73002352475345
2017-09-12,88.15393994118723
2017-09-13,87.49632018467773
2017-09-14,87.38533725435816
2017-09-15,87.92218464077
2017-09-18,88.68537181611048
2017-09-19,88.71529866598796
2017-09-20,88.84144595450523
2017-09-21,89.29804881061376
2017-09-22,88.30953117621485
2017-09-25,86.12831525617295
2017-09-26,86.77077668319136
2017-09-27,86.75033274641976
2017-09-28,85.91611178776478
2017-09-29,86.6182021703178
2017-10-02,86.51821115079194
2017-10-03,88.97153421925437
2017-10-04,89.0807845689798
2017-10-05,89.97251497173752
2017-10-06,89.00669687961832
2017-10-09,88.78421032383127
2017-10-10,89.32682310960061
2017-10-11,88.83796948439449
2017-10-12,89.00935575907292
2017-10-13,89.59885838552974
2017-10-16,89.61501340530216
2017-10-17,89.01029291972432
2017-10-18,89.79278903857254
2017-10-19,88.0103340295724
2017-10-20,88.67314719857457
2017-10-23,87.99682967525548
2017-10-24,87.88100259415698
2017-10-25,88.45369343653921
2017-10-26,88.28148523679326
2017-10-27,89.13778690375567
2017-10-30,88.0854032928237
2017-10-31,88.25583834673289
2017-11-01,88.71499985584272
2017-11-02,89.1025725780225
2017-11-03,88.48108953446693
2017-11-06,88.66883671164487
2017-11-07,89.2462927500505
2017-11-08,89.22826539086313
2017-11-09,89.64882683340049
2017-11-10,90.21267304973792
2017-11-13,89.82284843023008
2017-11-14,88.99665906233099
2017-11-15,88.34603720468068
2017-11-16,89.24442555210022
2017-11-17,89.0859218098224
2017-11-20,89.85240683184975
2017-11-21,91.66301257676037
2017-11-22,91.9153677936683
2017-11-24,90.98238094730927
2017-11-27,89.56573830241969
2017-11-28,89.39933377281574
2017-11-29,87.70457628741326
2017-11-30,86.08571197641155
2017-12-01,85.59211931526458
2017-12-04,85.7706304473539
2017-12-05,86.13658363071714
2017-12-06,84.20558867198771
2017-12-07,83.8099291158003
2017-12-08,84.75116670262813
2017-12-11,85.22017209178728
2017-12-12,84.18102016403675
2017-12-13,86.02433418940397
2017-12-14,85.57746887233601
2017-12-15,84.3911178942864
2017-12-18,84.28097405579626
2017-12-19,84.42188806939157
2017-12-20,84.2451872738306
2017-12-21,85.64973528885692
2017-12-22,86.17822088961559
2017-12-26,86.2814331748279
2017-12-27,85.69556292425878
2017-12-28,86.23087805045515
2017-12-29,86.745084297773
2018-01-02,89.11341880400072
2018-01-03,89.31334191589325
2018-01-04,89.23383183845249
2018-01-05,89.00986896233579
2018-01-08,89.15850833577001
2018-01-09,88.70151135873046
2018-01-10,88.9288401063004
2018-01-11,88.90210380602713
2018-01-12,89.82369495435914
2018-01-16,90.14985847592745
2018-01-17,90.94842362652477
2018-01-18,91.73021202570001
2018-01-19,92.83456033469571
2018-01-22,92.6001803897473
2018-01-23,93.8553248855741
2018-01-24,94.45835118190476
2018-01-25,93.16182228218292
2018-01-26,94.4748558791695
2018-01-29,93.08004453723802
2018-01-30,92.49654696727076
2018-01-31,93.67781303911806
2018-02-01,92.43102362520041
2018-02-02,92.95907787898459
2018-02-05,94.75593011267296
2018-02-06,94.58313271226201
2018-02-07,90.02282766266583
2018-02-08,89.61933677243856
2018-02-09,88.42727731934424
2018-02-12,88.22460252843659
2018-02-13,88.00571341191979
2018-02-14,89.4746519308446
2018-02-15,90.64278537917585
2018-02-16,90.63464136244245
2018-02-20,89.35828668769949
2018-02-21,91.12318684144604
2018-02-22,90.44897348819592
2018-02-23,90.7090187368921
2018-02-26,90.82247865722222
2018-02-27,88.06110074534811
2018-02-28,87.15351732253708
2018-03-01,88.51438769570572
2018-03-02,88.06041873165333
2018-03-05,87.0358887133678
2018-03-06,87.49556965947579
2018-03-07,87.3071326570393
2018-03-08,87.21591332569261
2018-03-09,88.11531602117545
2018-03-12,88.42406705087777
2018-03-13,87.7490672255994
2018-03-14,88.71160639214165
2018-03-15,89.35532691156848
2018-03-16,89.5863892065334
2018-03-19,89.67049091799582
2018-03-20,90.73469423030379
2018-03-21,90.48444727332145
2018-03-22,89.24362201499872
