Date,DEFENSIVE_RATIO,DEFENSIVE_CHANGE_6M
2020-04-16,137.25009179286235,27.50974904434345
2020-04-17,132.30752878748808,21.88517152555154
2020-04-20,134.36979301137285,24.241035284520336
2020-04-21,137.12473229293593,25.913070768020276
2020-04-22,136.50786547483534,27.10011440102825
2020-04-23,138.45017474372133,27.819919081760588
2020-04-24,136.48516195400478,25.27199000280953
2020-04-27,132.89927880694236,20.813243116583806
2020-04-28,132.1713027447305,20.527941494845194
2020-04-29,130.78988861964186,21.137396418095122
2020-04-30,131.8814134425869,21.42524378629234
2020-05-01,137.39493467594392,25.98300874173995
2020-05-04,136.59374204604137,23.57566917627902
2020-05-05,135.80129186830104,24.969422956262676
2020-05-06,133.703656138659,24.5163564710778
2020-05-07,135.4007011732854,28.633067460772764
2020-05-08,131.5900102268879,24.16338094243713
2020-05-11,131.374942147219,26.500127779621494
2020-05-12,133.04906344486295,28.08588777616893
2020-05-13,133.9125041297199,27.559109359107254
2020-05-14,135.658951044629,28.072475703871405
2020-05-15,138.4377056256061,28.950701387655684
2020-05-18,132.13306934068285,21.891100983459012
2020-05-19,134.8088795261109,25.08602518100996
2020-05-20,133.1849002042055,23.483274311124035
2020-05-21,134.9213422571442,26.270319810439418
2020-05-22,139.4836408826584,30.174586091721167
2020-05-26,134.48834733174527,25.62040405618761
2020-05-27,135.47275974668864,26.625817458696645
2020-05-28,135.50022391539463,28.954078966254087
2020-05-29,133.70093627008868,26.896008823449108
2020-06-01,131.88479764448854,25.54492288191922
2020-06-02,128.73235111442324,18.779419818646247
2020-06-03,124.23951682484886,14.36925636329154
2020-06-04,127.40405293049162,15.827329149355734
2020-06-05,122.08251504291844,11.121540782890264
2020-06-08,124.03166460313426,13.061089075996634
2020-06-09,125.83739755824645,16.874364776886125
2020-06-10,126.1350859917937,16.699503657744486
2020-06-11,130.63141499952678,21.311715897754524
2020-06-12,129.19499462485214,21.141533911029455
2020-06-15,130.125784523464,24.466953725945103
2020-06-16,129.05267669497343,22.47217545616303
2020-06-17,128.7836326605596,23.539805504798522
2020-06-18,128.08313088918496,24.187112961268525
2020-06-19,129.3036082511397,25.69004797980591
2020-06-22,129.17802502499666,25.07827837542615
2020-06-23,129.40552793705032,25.612429574093824
2020-06-24,130.29294969580448,26.083205202550104
2020-06-25,129.89349548010065,24.89600237141245
2020-06-26,131.70685178952115,26.929211935899787
2020-06-29,132.23867516783017,27.88124515545742
2020-06-30,133.99695226520373,28.890536003560328
2020-07-01,131.8685484994848,26.901095989111326
2020-07-02,128.00973052315214,25.216024167139977
2020-07-06,117.6005957444323,11.142058733647076
2020-07-07,121.80362579577823,14.740387755072575
2020-07-08,118.73780582181372,10.984627341585849
2020-07-09,119.2284515928463,12.21065021898167
2020-07-10,120.70764806631176,15.25378510279397
2020-07-13,122.25701515957321,16.50128967674091
2020-07-14,123.78283947577027,20.57365283749678
2020-07-15,124.54744763290924,20.371939666364398
2020-07-16,126.24542066013937,20.874361622713636
2020-07-17,127.0461576138199,22.613720520474345
2020-07-20,126.02987929834472,21.89177725099441
2020-07-21,126.90105294157365,17.508232136398846
2020-07-22,130.6698182587771,22.448067708582286
2020-07-23,132.81789407525955,22.937325254345126
2020-07-24,135.07231131569733,23.087976638212922
2020-07-27,138.03594894611945,20.629832342726203
2020-07-28,140.42557935528555,24.863128124469938
2020-07-29,139.3690460814448,23.885519409351005
2020-07-30,139.7946078811087,22.85575668790149
2020-07-31,142.46305018801667,22.035218119605616
2020-08-03,140.92122364334676,22.438402570149137
2020-08-04,140.72671858548588,26.849938550274103
2020-08-05,142.03311873200727,28.402388766070985
2020-08-06,143.81773716343704,30.343104237532998
2020-08-07,144.3631120861122,29.56796686606809
2020-08-10,142.8436998560775,28.418975029284994
2020-08-11,135.3017080055068,23.427424687896476
2020-08-12,132.72336191911697,22.42627504853131
2020-08-13,136.11192870187193,23.718726619076463
2020-08-14,134.80113458123327,21.83150109532569
2020-08-17,135.2122577861555,20.550352380338524
2020-08-18,135.9032805988879,21.360287341657724
2020-08-19,133.00359801230178,16.76104962390002
2020-08-20,133.31094811795512,15.321830285446808
2020-08-21,131.07456344351095,7.648687608782296
2020-08-24,128.93081778552414,6.533347727795288
2020-08-25,128.5689063096175,7.3874781496202075
2020-08-26,130.319873726166,8.185035840735651
2020-08-27,129.07288358833216,12.118716889769132
2020-08-28,130.2654253288124,13.867257655061195
2020-08-31,133.6357158551523,12.813960912135727
2020-09-01,132.08217242705754,12.339153200769545
2020-09-02,130.87675701467165,8.011150839809886
2020-09-03,132.53554421761444,7.11972897168836
2020-09-04,132.41366436998052,1.5240695900625099
2020-09-08,134.94404799588708,11.696532633011955
2020-09-09,135.33499246059023,8.190001790195524
2020-09-10,137.61979564205936,5.316783296277748
2020-09-11,136.28629975377297,14.807234524170667
2020-09-14,136.432078853897,2.5674615913372065
2020-09-15,134.90894588354166,7.142147412685958
2020-09-16,135.6995205252162,2.958155366753658
2020-09-17,136.09154902458653,5.9746389814596625
2020-09-18,135.98362209707287,5.678471994549312
2020-09-21,134.50859591510962,-1.6324242189635356
2020-09-22,134.9061851748352,1.2037059578989613
2020-09-23,133.44980603118648,3.555943767597597
2020-09-24,135.6403675744417,7.580063782147562
2020-09-25,136.61629735423125,1.4533075275078886
2020-09-28,135.88731573743797,4.848376089978501
2020-09-29,137.56574841189237,11.173104239599539
2020-09-30,134.0374235292587,1.0285912202265308
2020-10-01,133.61072021201815,3.4109824748497886
2020-10-02,135.0156161311121,2.399608064615137
2020-10-05,135.1590058630154,3.576445057917738
2020-10-06,132.68881251763048,1.398505692208488
2020-10-07,131.23839296789802,1.2200297082173392
2020-10-08,131.06366402232518,-3.231999313292306
2020-10-09,133.10448589185256,-3.3849159759103884
2020-10-12,129.25469379950684,-6.164783567672885
2020-10-13,127.39386271947957,-10.522927027128006
2020-10-14,129.42266598881858,-7.82742580404377
2020-10-15,130.88110263407887,-1.42642615340921
2020-10-16,128.4760276483283,-5.893765363044537
2020-10-19,128.59918458236837,-8.525547710567565
2020-10-20,128.66469767490122,-7.843167799934122
2020-10-21,128.47317124066026,-9.97700350306107
2020-10-22,126.25327664487185,-10.231885309132934
2020-10-23,125.81173500355192,-7.087543803390446
2020-10-26,126.9580205621175,-5.213282182613
2020-10-27,127.03644015550147,-3.7534484641403907
2020-10-28,127.54858410237375,-4.332829340213152
2020-10-29,125.13813126412347,-12.256803411820442
2020-10-30,126.99166648276552,-9.602075563275847
2020-11-02,125.71548453253767,-10.085807335763363
2020-11-03,126.14872464493949,-7.554931493719508
2020-11-04,121.03078811488477,-14.369913058400627
2020-11-05,121.89175767484058,-9.698252552047322
2020-11-06,121.988303546875,-9.386638600344
2020-11-09,115.3790939781735,-17.66996946668945
2020-11-10,118.48830028501716,-15.424203844702745
2020-11-11,116.78598634307589,-18.8729647015531
2020-11-12,118.74102917579701,-19.69667644980909
2020-11-13,118.61899910365419,-13.514070237028662
2020-11-16,118.08989549117217,-16.718984034938728
2020-11-17,118.45157888017046,-14.733321324035032
2020-11-18,118.29830748280214,-16.62303477434206
2020-11-19,118.151034265961,-21.33260661669739
2020-11-20,117.70915379144986,-16.77919354029541
2020-11-23,115.85501764628428,-19.617742100404357
2020-11-24,113.4548541183056,-22.045369797089023
2020-11-25,114.07360233191046,-19.62733393817821
2020-11-27,109.68794135995074,-22.1968562845378
2020-11-30,112.71127679155151,-16.021074322871726
2020-12-01,113.92146880524345,-10.318048019605413
2020-12-02,115.58167394342291,-11.822378987068703
2020-12-03,116.54113063856784,-5.541384404350609
2020-12-04,116.06292823013067,-7.968736373003594
2020-12-07,118.95343867179204,-6.883958886454408
2020-12-08,119.75272317142966,-6.382362820364037
2020-12-09,119.18980037264026,-11.441614626886519
2020-12-10,117.50572317402703,-11.689271450825117
2020-12-11,118.79550782837353,-11.330276695090475
2020-12-14,118.26088944088893,-10.791787254084497
2020-12-15,119.7309480084379,-9.052684652121684
2020-12-16,120.25956966880986,-7.8235612203750975
2020-12-17,120.75575169899746,-8.54785655214225
2020-12-18,120.76158530340997,-8.416439721586684
2020-12-21,121.35978350254445,-8.045744434505878
2020-12-22,120.79997695442285,-9.492972741381635
2020-12-23,120.58989237175597,-9.303603108344689
2020-12-24,123.12207211590484,-8.58477967361631
2020-12-28,122.48406599680115,-9.754609171029017
2020-12-29,121.36317628598994,-12.633775979213794
2020-12-30,120.30910232014452,-11.559446179340284
2020-12-31,120.28783209383418,-7.72189842931796
2021-01-04,123.3105003860989,5.709904641666597
2021-01-05,120.39916462581779,-1.4044611699604417
2021-01-06,119.82950849639057,1.091702674576851
2021-01-07,118.71636931132825,-0.5120822815180475
2021-01-08,112.32974156499868,-8.377906501313078
2021-01-11,113.6380487507934,-8.618966408779812
2021-01-12,112.90527898817899,-10.877560487591282
2021-01-13,112.09398822849614,-12.453459404413096
2021-01-14,111.52916802041311,-14.716252639726264
2021-01-15,110.21330424927986,-16.832853364540043
2021-01-19,106.56625547384442,-19.463623824500303
2021-01-20,105.06915208242691,-21.831900859146742
2021-01-21,105.60936930891647,-25.06044894986063
2021-01-22,105.30474424529008,-27.513149829969464
2021-01-25,103.0246683190997,-32.04764299659763
2021-01-26,103.84986307053354,-34.1860858755859
2021-01-27,107.12068994193329,-33.30488941335226
2021-01-28,107.00784386795243,-32.36120221349236
2021-01-29,109.4998796804125,-30.2947282006962
2021-02-01,107.58510858102636,-34.877941606990305
2021-02-02,104.78819706170015,-36.13302658164662
2021-02-03,104.38635587569274,-36.34036270979314
2021-02-04,102.63662146451489,-39.39649726749238
2021-02-05,102.86784007472214,-40.949897088714906
2021-02-08,104.24657563910738,-40.11653644700483
2021-02-09,103.22449359179431,-39.61920626428319
2021-02-10,102.5999967925426,-32.70171121296421
2021-02-11,99.96413002368544,-32.759231895431526
2021-02-12,99.75351921272403,-36.3584094891479
2021-02-16,98.26668356270228,-36.53445101853099
2021-02-17,95.61720250531462,-39.59505528084088
2021-02-18,97.71025757007126,-38.19302302881664
2021-02-19,97.5482509876566,-35.45534702464518
2021-02-22,102.78552191812105,-30.525426199834072
2021-02-23,102.21254984778336,-28.86201359572759
2021-02-24,104.39683255731389,-24.533985228210256
2021-02-25,104.01242505834642,-24.556481251271066
2021-02-26,103.25525151946024,-27.064622206705764
2021-03-01,100.41627575617386,-28.6566078321583
2021-03-02,102.94581347654774,-27.319611852264657
2021-03-03,101.03400701478866,-32.601708840363656
2021-03-04,102.99894839379355,-29.08322403326399
2021-03-05,102.00879613412664,-28.867960880545013
2021-03-08,104.63535072932449,-27.900193488289958
2021-03-09,104.59734915341028,-27.816315216570246
2021-03-10,105.96689790332579,-28.97715009256129
2021-03-11,102.19546619385143,-33.1395262667388
2021-03-12,105.1292237752248,-32.49057186683456
2021-03-15,105.78936362573911,-30.496936128033852
2021-03-16,104.94723380740574,-31.48484504649126
2021-03-17,105.76257702788206,-29.146368855659603
2021-03-18,106.09044990060401,-29.609070624612187
2021-03-19,106.51203170393914,-29.579517320647383
2021-03-22,106.51080980475986,-29.47281229231301
2021-03-23,108.17111815436252,-26.337477760747106
2021-03-24,112.70828413782455,-22.197901037010652
2021-03-25,111.7290699605475,-21.720736070638978
2021-03-26,108.85366561699048,-26.78670195745123
2021-03-29,108.13801203757505,-28.478285316656198
2021-03-30,105.85644909536668,-30.030866642071288
2021-03-31,107.34690812376041,-30.218840288131958
2021-04-01,106.89268946434044,-27.144734064918254
2021-04-05,106.76310184031297,-26.84761837170518
2021-04-06,107.41669320492898,-27.59892292618312
2021-04-07,109.60175645426555,-25.557249408749854
2021-04-08,109.34577520242144,-23.343037315209045
2021-04-09,109.87432265471924,-21.364070313178786
2021-04-12,109.34907280419569,-21.7145912181295
2021-04-13,110.19512778001767,-22.90935811183489
2021-04-14,109.36317879815147,-19.891515001355373
2021-04-15,110.98784572916773,-16.40601699031184
2021-04-16,111.04021289237649,-18.38245309644209
2021-04-19,110.75674274560117,-20.1243598884777
2021-04-20,111.45961439570364,-17.016413252624673
2021-04-21,112.42009689252428,-16.17908768984408
2021-04-22,111.35833270692066,-17.306364967980556
2021-04-23,109.48646827856344,-18.986702962096828
2021-04-26,111.46232321676983,-14.790953428102014
2021-04-27,110.73284601359444,-15.078888989957477
2021-04-28,110.54211984791762,-16.41590071419988
2021-04-29,110.17834829304081,-16.858091862460654
2021-04-30,112.08491800530538,-15.46366609706837
2021-05-03,114.15626778209223,-10.981863482031244
2021-05-04,114.46341260837754,-12.528253874387985
2021-05-05,114.36033798299256,-11.355146549545111
2021-05-06,115.93872623348645,-10.209998411453043
2021-05-07,116.67698767631714,-4.353800438567632
2021-05-10,120.45724859103208,-1.4345090838084928
2021-05-11,120.50517703277306,-1.48312651410194
2021-05-12,120.79339186900293,5.414297890829431
2021-05-13,123.04412165081284,4.55582136579568
2021-05-14,122.31217500690093,5.526188663825039
2021-05-17,122.54386774056005,3.802838564763036
2021-05-18,121.8000848006173,3.181085696963109
2021-05-19,121.53249963142481,3.442604140252641
2021-05-20,120.88223206995559,2.430653189785133
2021-05-21,122.11602369060617,3.8177162078040254
2021-05-24,122.49390536452638,4.342871098565382
2021-05-25,120.73943519440027,3.0302814029504077
2021-05-26,119.80225581189362,3.9472381656093347
2021-05-27,119.9269531624334,6.472099044127802
2021-05-28,120.79561880993414,6.722016478023676
2021-06-01,117.39850169690993,7.71056033695919
2021-06-02,118.44693054690403,5.735653755352516
2021-06-03,118.48459645978282,4.563127654539372
2021-06-04,118.53393344001029,2.9522594965873736
2021-06-07,120.2941802298477,3.7530495912798614
2021-06-08,120.49475044187376,4.431822211743096
2021-06-09,120.26370142993486,1.3102627581428123
2021-06-10,120.12370498882878,0.3709818173991124
2021-06-11,119.05559972867064,-0.13420064396962061
2021-06-14,117.99925136373734,0.4935281897103181
2021-06-15,119.17826256719788,0.38275473882434596
2021-06-16,118.99259584835266,0.7317064074637329
2021-06-17,113.73811703783193,-5.992830970605979
2021-06-18,112.98305467353325,-7.276514995276614
2021-06-21,114.39194077732509,-6.363810921672368
2021-06-22,114.84518774329857,-5.916397560111406
2021-06-23,113.33929343066491,-8.020490071879536
2021-06-24,112.09498980520533,-8.704987149217516
2021-06-25,110.36546495130806,-10.22442742044791
2021-06-28,110.10175395770916,-13.020318158195678
2021-06-29,109.75863964104555,-12.725426355755602
2021-06-30,111.57684653394382,-9.786329752046115
2021-07-01,112.5438207460545,-7.765281574090025
2021-07-02,114.77608761745421,-5.511744476379974
2021-07-06,118.65827175182658,-4.652228634272319
2021-07-07,118.89486951760857,-1.5042951082092202
2021-07-08,122.6377192325248,2.808210736134228
2021-07-09,119.61695005958164,0.9005807482533896
2021-07-12,119.87578667093743,7.546045105938745
2021-07-13,118.68314972897684,5.0451009781834415
2021-07-14,120.47400171990768,7.568722731728684
2021-07-15,119.33702570371192,7.243037475215772
2021-07-16,119.08400745188598,7.554839431472871
2021-07-19,120.83022819718519,10.616923947905335
2021-07-20,121.28254527910438,14.716289805259962
2021-07-21,120.47216488062085,15.403012798193942
2021-07-22,120.21280502566573,14.60343571674926
2021-07-23,122.97337778672816,17.668633541438084
2021-07-26,129.62008576634685,26.595417447247144
2021-07-27,134.2455716900491,30.39570861951556
2021-07-28,127.25398429280892,20.13329435087563
2021-07-29,130.49000235316518,23.48215848521275
2021-07-30,130.7382257563375,21.238346075924994
2021-08-02,128.7347236105775,21.149615029551143
2021-08-03,129.62084163897535,24.832644577275204
2021-08-04,127.92733661176283,23.540980736070082
2021-08-05,128.85487273955502,26.21825127504013
2021-08-06,127.12661041434565,24.25877033962351
2021-08-09,122.59711083986413,18.350535200756752
2021-08-10,121.30907762302982,18.084584031235508
2021-08-11,121.95574078006798,19.355743987525386
2021-08-12,123.87443507729725,23.910305053611808
2021-08-13,125.58828554561967,25.83476633289564
2021-08-16,128.35661108456696,30.08992752186468
2021-08-17,131.86175836113446,36.24455585581984
2021-08-18,130.90447552543304,33.19421795536178
2021-08-19,133.19522626432635,35.64697527666975
2021-08-20,134.54228524900444,31.756763330883388
2021-08-23,133.5897366755838,31.37718682780043
2021-08-24,129.010053951664,24.613221394350106
2021-08-25,129.1916669649869,25.17924190664047
2021-08-26,131.41699224017503,28.16174072071479
2021-08-27,132.3287041602794,31.912428404105526
2021-08-30,131.4790343205633,28.53322084401556
2021-08-31,129.36174011074445,28.327733095955793
2021-09-01,126.55631505721541,23.55736666342186
2021-09-02,127.59269707094273,25.583900936816093
2021-09-03,128.73948623104584,24.10413550172136
2021-09-07,123.30441994005514,18.707070786644863
2021-09-08,124.34302987405066,18.37613197072487
2021-09-09,126.06394288098575,23.86847668713432
2021-09-10,125.51672557591735,20.387501800692547
2021-09-13,126.21044227818636,20.42107865244725
2021-09-14,129.96836225311245,25.021128445706708
2021-09-15,130.10475694803128,24.34217992014922
2021-09-16,129.0501494265562,22.95969952595219
2021-09-17,128.03869060146675,21.52665889752761
2021-09-20,134.83028978593646,28.3194799811766
2021-09-21,134.0789509807419,25.907832826379376
2021-09-22,131.0688301552285,18.360546017403962
2021-09-23,130.64999771020044,18.920927749652932
2021-09-24,133.28020782307595,24.42654220608547
2021-09-27,131.6640105707381,23.525998533163047
2021-09-28,130.21687605133957,24.360426955972883
2021-09-29,130.5715533870093,23.224645263248874
2021-09-30,131.65549363169754,24.762804167357103
2021-10-01,133.01132814801636,26.24822630770339
2021-10-04,137.040057837022,29.62336463209303
2021-10-05,134.50895966712625,24.907203212860693
2021-10-06,135.47155032760585,26.12577512518442
2021-10-07,129.4788131353813,19.604490480662065
2021-10-08,128.3018958018914,18.952822997695705
2021-10-11,128.15595885330194,17.960831073284268
2021-10-12,129.4479042489647,20.084725450813238
2021-10-13,129.1488176391629,18.16097190999517
2021-10-14,130.0750297821434,19.0348168897669
2021-10-15,126.78113294502195,16.02439019942078
2021-10-18,125.72536764245893,14.265753246755295
2021-10-19,122.62495018285536,10.204853290331073
2021-10-20,123.46509548259496,12.106762775674298
2021-10-21,123.47120626000093,13.98473798143749
2021-10-22,124.07926592331921,12.61694270654938
2021-10-25,124.55347488085589,13.820628867261448
2021-10-26,126.16528761038977,15.62316776247215
2021-10-27,127.94609297766762,17.767744684626805
2021-10-28,127.63554463087277,15.55062662556739
2021-10-29,128.96578820966943,14.809520427577198
2021-11-01,127.3341784839386,12.870765875561062
2021-11-02,130.62361360594775,16.26327562295519
2021-11-03,128.44401303882248,12.505286805336027
2021-11-04,130.67929618694072,14.002308510623578
2021-11-05,134.7420168282298,14.28476823719771
2021-11-08,133.7302100029025,13.225032970129448
2021-11-09,135.4791142202378,14.685722351234858
2021-11-10,135.71212293658354,12.6680012857707
2021-11-11,131.264046032386,8.951871025485076
2021-11-12,131.44931876502167,8.905451024461627
