Date,STRESS_INDEX,Z_VOL_RATIO,Z_VOL_FXI_30D
2017-10-27,1.0105953205651215,2.741868114697267,-0.720677473567024
2017-10-30,0.9753641913818631,2.631177292385992,-0.6804489096222656
2017-10-31,0.976382434557472,2.631725405630121,-0.678960536515177
2017-11-01,0.9907496051227005,2.6539025711939828,-0.6724033609485817
2017-11-02,1.0684399770940405,2.806760234237263,-0.6698802800491821
2017-11-03,0.9930900619725247,2.682168464331108,-0.6959883403860588
2017-11-06,0.6717955211125497,2.2241959340493795,-0.8806048918242801
2017-11-07,0.6435788341202919,2.172843760524589,-0.885686092284005
2017-11-08,0.6784625531493694,2.2429920373507235,-0.8860669310519846
2017-11-09,0.5116074087423892,1.9372941636124474,-0.9140793461276691
2017-11-10,0.49663142804218163,1.9257645516534998,-0.9325016955691365
2017-11-13,0.5703547870247607,2.065643256322348,-0.9249336822728266
2017-11-14,0.1643567841291379,1.4357114988481416,-1.1069979305898658
2017-11-15,0.13511169898255126,1.333064587717074,-1.0628411897519714
2017-11-16,0.06925930890248444,1.1755620041921993,-1.0370433863872304
2017-11-17,-0.02050902389045839,1.0299966191690944,-1.0710146669500111
2017-11-20,0.023096396750246995,1.0987148372019018,-1.0525220437014078
2017-11-21,0.2134834600463827,1.3257217107469592,-0.8987547906541938
2017-11-22,0.1952830308846415,1.2970559155627797,-0.9064898537934967
2017-11-24,0.24010672625993634,1.3648923433519569,-0.8846788908320842
2017-11-27,0.34285091722512867,1.5108522395242325,-0.8251504050739752
2017-11-28,0.14804344392847546,1.1085149464954362,-0.8124280586384853
2017-11-29,0.2785354016250448,1.287044891483472,-0.7299740882333824
2017-11-30,0.1625592347018165,1.0532083654108169,-0.7280898960071839
2017-12-01,0.03147942235568146,0.8637828713079122,-0.8008240265965493
2017-12-04,-0.0060356227333195345,0.8260306979132268,-0.8381019433798659
2017-12-05,-0.051101874739588216,0.7674385783842235,-0.8696423278633999
2017-12-06,0.12787625091702248,1.0123101998279116,-0.7565576979938666
2017-12-07,0.18583874410520362,1.1289888501946608,-0.7573113619842535
2017-12-08,0.25221572192673153,1.1978744993804842,-0.6934430555270211
2017-12-11,0.25817488620806756,1.2650622490795491,-0.748712476663414
2017-12-12,0.2653559664780474,1.3081700556606242,-0.7774581227045294
2017-12-13,0.4300956893454671,1.5371625791836983,-0.676971200492764
2017-12-14,0.3815461597303871,1.4297545509517675,-0.6666622314909934
2017-12-15,0.27611151681220775,1.218085066651047,-0.6658620330266315
2017-12-18,0.24232794686869097,1.1469245272789128,-0.6622686335415309
2017-12-19,0.19167319557051066,1.0480782818337293,-0.664731890692708
2017-12-20,0.18133060699176629,1.0348425382151012,-0.6721813242315686
2017-12-21,0.2958239529315936,1.1885934118734693,-0.5969455060102822
2017-12-22,0.3461434700264282,1.2824325341133473,-0.5901455940604909
2017-12-26,0.32795144350121075,1.2532852838351687,-0.5973823968327472
2017-12-27,0.3355924089331566,1.2629808085769332,-0.59179599071062
2017-12-28,0.33893161570650165,1.2837018705372851,-0.6058386391242818
2017-12-29,0.3128916538810274,1.266105731618926,-0.6403224238568711
2018-01-02,0.6059109987510358,1.6904565634971083,-0.4786345659950367
2018-01-03,0.6045286356958401,1.686539302885342,-0.47748203149366153
2018-01-04,0.570252389934724,1.6314346211554314,-0.49092984128598327
2018-01-05,0.3643855490724755,1.347620397829749,-0.618849299684798
2018-01-08,0.3823191850853062,1.3823303180695996,-0.6176919478989872
2018-01-09,0.3611004888467573,1.3532067110259265,-0.6310057333324119
2018-01-10,0.2454166618360355,1.1866592481331775,-0.6958259244611065
2018-01-11,0.32201772574863263,1.3431199319264777,-0.6990844804292125
2018-01-12,0.19674697142670244,1.1503251276568363,-0.7568311848034314
2018-01-16,0.17968315203245805,1.152191066875933,-0.7928247628110169
2018-01-17,0.12376273276964961,1.0205441022545685,-0.7730186367152693
2018-01-18,0.11620700404624873,1.0063349988649788,-0.7739209907724813
2018-01-19,0.2166614422760208,1.1781323867906117,-0.7448095022385701
2018-01-22,-0.12076036858776495,0.6813710140474383,-0.9228917512229682
2018-01-23,-0.10672321258375728,0.700823037585438,-0.9142694627529525
2018-01-24,-0.1489622833635409,0.6442468939438121,-0.9421714606708939
2018-01-25,-0.017738219847572123,0.8209078908615411,-0.8563843305566854
2018-01-26,-0.10106748091375822,0.6231167831736554,-0.8252517450011718
2018-01-29,-0.043587361915399636,0.6308008350826333,-0.7179755589134326
2018-01-30,-0.0954056025485758,0.4721104923682093,-0.6629216974653609
2018-01-31,-0.07113897662681401,0.5311261028033586,-0.6734040560569866
2018-02-01,0.05321196198152772,0.7004361610424233,-0.5940122370793679
2018-02-02,-0.23957655410312675,0.03826471241114633,-0.5174178206173998
2018-02-05,-0.5812349687002077,-0.7770489789354935,-0.3854209584649219
2018-02-06,-0.6369637320857419,-0.8835548276317008,-0.3903726365397829
2018-02-07,-0.18171703565023528,-0.4796514957245829,0.11621742442411233
2018-02-08,-0.12631208970023997,-0.6223229339290094,0.36969875452852946
2018-02-09,-0.15507897726495884,-0.6741495634216556,0.3639916088917379
2018-02-12,-0.1661688689207551,-0.7068045723755711,0.37446683453406093
2018-02-13,-0.16584546510968975,-0.7058712890259982,0.37418035880661865
2018-02-14,-0.20665129148534955,-0.7513004473679158,0.3379978643972167
2018-02-15,-0.15377379983567369,-0.721786515478927,0.41423891580757966
2018-02-16,-0.15309451422477285,-0.7197571388017964,0.41356811035225066
2018-02-20,-0.1086866571144749,-0.6847131334369412,0.4673398192079914
2018-02-21,-0.08955988020271993,-0.6716003249584281,0.4924805645529883
2018-02-22,-0.08592014566238124,-0.6683277986965452,0.49648750737178277
2018-02-23,-0.0728547107626496,-0.6839359665124438,0.5382265449871446
2018-02-26,-0.06856066007060901,-0.6884005505732896,0.5512792304320716
2018-02-27,0.07208098334788654,-0.5921344843521726,0.7362964510479457
2018-02-28,0.09930386704573108,-0.5799745941426063,0.7785823282340685
2018-03-01,0.05548512885425794,-0.6205245758649712,0.7314948335734871
2018-03-02,0.044946883953786154,-0.6323886589299548,0.7222824268375271
2018-03-05,0.0007526584007321868,-0.6775075171987546,0.679012834000219
2018-03-06,0.010091974842724227,-0.6639523501585812,0.6841362998440297
2018-03-07,-0.023227272014748668,-0.6880843874226488,0.6416298433931514
2018-03-08,-0.029407265748871425,-0.695893992618721,0.6370794611209781
2018-03-09,0.026228302906299572,-0.683812710296395,0.7362693161089942
2018-03-12,-0.03712629454741634,-0.7176536821154375,0.6434010930206048
2018-03-13,-0.05774058201635057,-0.7328270213752697,0.6173458573425685
2018-03-14,-0.06576195485962577,-0.732539271544427,0.6010153618251755
2018-03-15,-0.08209181106783364,-0.7446250253087865,0.5804414031731192
2018-03-16,-0.09471959036882893,-0.7543119310024636,0.5648727502648058
2018-03-19,-0.08351218731371113,-0.7204930150585273,0.553468640431105
2018-03-20,0.055780235170180575,-0.4050386481569586,0.5165991184973198
2018-03-21,0.06642129328121094,-0.34268959512534175,0.4755321816877636
2018-03-22,-0.1603141360663396,-0.617820983224741,0.2971927110920618
2018-03-23,-0.18480094585387094,-0.5060861178830505,0.1364842261753086
2018-03-26,-0.07704180130728028,-0.48929954130839987,0.3352159386938393
2018-03-27,-0.07587592748442673,-0.4999249721644229,0.3481731171955694
2018-03-28,-0.06617777152762788,-0.4913110747056558,0.35895553165040006
2018-03-29,-0.15447012952260467,-0.5634998273372523,0.254559568292043
2018-04-02,-0.21794292455386002,-0.646050269050502,0.21016441994278195
2018-04-03,-0.2037166807618438,-0.6590922263042728,0.2516588647805852
2018-04-04,-0.25775921889241304,-0.7165052186496524,0.20098678086482633
2018-04-05,-0.29130523160334076,-0.7497720110535966,0.16716154784691503
2018-04-06,-0.2864074159867376,-0.7944396175347492,0.22162478556127405
2018-04-09,-0.29153002440577397,-0.771865343980325,0.18880529516877712
2018-04-10,-0.19939872930832672,-0.7117254454483575,0.31292798683170403
2018-04-11,-0.3963649785952592,-0.8583939144954672,0.06566395730494881
2018-04-12,-0.4490028518812938,-0.9002595025974354,0.002253798834847736
2018-04-13,-0.4077608891381898,-0.8469942358280118,0.03147245755163224
2018-04-16,-0.39142061362259917,-0.8380021827364313,0.055160955491232976
2018-04-17,-0.38970838443166367,-0.8346037810812468,0.05518701221791941
2018-04-18,-0.39670782501429136,-0.8396669617882565,0.046251311759673806
2018-04-19,-0.39818412512951284,-0.8438722253884627,0.04750397512943703
2018-04-20,-0.38045607249484475,-0.8331569295333978,0.07224478454370835
2018-04-23,-0.4595942592550397,-0.862218318546367,-0.05697019996371244
2018-04-24,-0.44838599390454154,-0.868252741474675,-0.02851924633440809
2018-04-25,-0.46268578589492165,-0.8791754231374432,-0.0461961486524001
2018-04-26,-0.47460247286875257,-0.9004917838359058,-0.04871316190159936
2018-04-27,-0.48101170640262664,-0.9060451654939464,-0.05597824731130688
2018-04-30,-0.48692876921300876,-0.9149715426591875,-0.058885995766830054
2018-05-01,-0.4909280955315345,-0.9026809706281631,-0.07917522043490588
2018-05-02,-0.5232924645021004,-0.9322771207829494,-0.11430780822125151
2018-05-03,-0.5214912404480276,-0.9308662248338828,-0.11211625606217242
2018-05-04,-0.6844773709893179,-1.0220266068976132,-0.3469281350810228
2018-05-07,-0.7299910238064523,-1.0090609041217922,-0.4509211434911125
2018-05-08,-0.884774220259746,-1.062338161267176,-0.7072102792523157
2018-05-09,-0.8769658417664512,-1.02327311894606,-0.7306585645868425
2018-05-10,-0.8714349862893352,-1.024370407313556,-0.7184995652651145
2018-05-11,-0.8825115477985045,-1.0168507416108528,-0.7481723539861562
2018-05-14,-0.9006483684081927,-0.9479033621687959,-0.8533933746475897
2018-05-15,-0.8623157505719058,-0.8996028378828455,-0.8250286632609661
2018-05-16,-0.7901408073958229,-0.8100178499443597,-0.7702637648472861
2018-05-17,-0.7102460576582836,-0.7183864950339198,-0.7021056202826474
2018-05-18,-0.6864015685640099,-0.5551788464189792,-0.8176242907090405
2018-05-21,-0.7131208672213245,-0.5920035384803015,-0.8342381959623475
2018-05-22,-0.913231864671314,-0.7582745707639003,-1.0681891585787278
2018-05-23,-0.8641089027695112,-0.6906839201496436,-1.037533885389379
2018-05-24,-0.8439018869603733,-0.653846512204735,-1.0339572617160115
2018-05-25,-0.8945964358649121,-0.7112395166883457,-1.0779533550414784
2018-05-29,-0.83233412925495,-0.6671042141622904,-0.9975640443476096
2018-05-30,-0.8465827732001632,-0.7021281911459845,-0.9910373552543419
2018-05-31,-0.8397441310127317,-0.7060571198856751,-0.9734311421397883
2018-06-01,-0.8166119764969428,-0.6959147404591608,-0.9373092125347249
2018-06-04,-0.7993769658570578,-0.6559839444696007,-0.9427699872445149
2018-06-05,-0.7997446894677696,-0.6559929593764164,-0.9434964195591227
2018-06-06,-0.7169969464079935,-0.5046131695596474,-0.9293807232563397
2018-06-07,-0.7292313228481566,-0.5198340975348185,-0.9386285481614948
2018-06-08,-0.6879239121899714,-0.44533572006431954,-0.9305121043156231
2018-06-11,-0.6807460972287867,-0.4368148916775124,-0.9246773027800608
2018-06-12,-0.6365291706100605,-0.3493891897121684,-0.9236691515079526
2018-06-13,-0.5732509234222516,-0.2843727510185407,-0.8621290958259624
2018-06-14,-0.5325206007742026,-0.20354190481185602,-0.8614992967365491
2018-06-15,-0.5318446628672346,-0.1995116648816584,-0.864177660852811
2018-06-18,-0.4151959098490603,0.00026985893918469035,-0.8306616786373053
2018-06-19,-0.37624977863974857,0.03564535139488286,-0.78814490867438
2018-06-20,-0.44057384130060223,-0.042628578593207705,-0.8385191040079968
2018-06-21,-0.3179677154937537,0.12067252315521937,-0.7566079541427267
2018-06-22,-0.259350533050665,0.23978771652501868,-0.7584887826263488
2018-06-25,-0.30687633644301227,0.07390388223732308,-0.6876565551233476
2018-06-26,-0.3550631100128441,0.01330532811088805,-0.7234315481365762
2018-06-27,-0.2566313822405899,0.12064688187497016,-0.63390964635615
2018-06-28,-0.33381657886528804,0.02038239663350569,-0.6880155543640818
2018-06-29,-0.29485808403085495,0.0663851776961156,-0.6561013457578255
2018-07-02,-0.22541327936220734,0.15109352054217076,-0.6019200792665854
2018-07-03,-0.23035831167747298,0.16838092018240097,-0.6290975435373469
2018-07-05,-0.26888962927989346,0.09140990350440456,-0.6291891620641915
2018-07-06,-0.27637677249478654,0.05244657311384383,-0.6052001181034169
2018-07-09,-0.17910972679395784,0.13576564223567528,-0.49398509582359096
2018-07-10,-0.17612724749204833,0.14084937233775677,-0.4931038673218534
2018-07-11,-0.1327939748034629,0.2361293399057738,-0.5017172895126996
2018-07-12,0.01920688102721768,0.46729918283295874,-0.4288854207785234
2018-07-13,0.03554013156438382,0.5197550125393666,-0.448674749410599
2018-07-16,0.062080124337517556,0.6017384945138871,-0.47757824583885194
2018-07-17,-0.015000594700709802,0.509641509638265,-0.5396426990396846
2018-07-18,-0.02452319110618828,0.49677959762490165,-0.5458259798372782
2018-07-19,-0.03652039854727457,0.509024300753384,-0.5820650978479331
2018-07-20,0.16838862758505593,0.7637315921076401,-0.4269543369375282
2018-07-23,0.1728784406140422,0.7726876555957979,-0.4269307743677135
2018-07-24,0.45258880204590374,1.105974107706914,-0.20079650361510656
2018-07-25,0.44667879112669673,1.049090731278078,-0.15573314902468444
2018-07-26,0.47681373362215757,1.0907963783836632,-0.13716891113934807
2018-07-27,0.4266618372699481,0.9900421734783189,-0.1367184989384227
2018-07-30,0.39758294691292706,0.9337327713757465,-0.1385668775498924
2018-07-31,0.38015578674783435,0.9031521084062497,-0.142840534910581
2018-08-01,0.4447999679985715,0.9916485708566917,-0.10204863485954864
2018-08-02,0.44640029736927633,0.9782426058409557,-0.08544201110240301
2018-08-03,0.3838598661602935,0.9320943509303965,-0.16437461860980954
2018-08-06,0.342417229754373,0.8775999381991004,-0.19276547869035446
2018-08-07,0.6154362374835537,1.4050904654278973,-0.17421799046078992
2018-08-08,0.612521910899477,1.3971208836579603,-0.1720770618590063
2018-08-09,0.6016786937665758,1.4780064221002596,-0.274649034567108
2018-08-10,0.5446804053429599,1.3470172910056937,-0.25765648031977395
2018-08-13,0.5082519740201147,1.2742511185194834,-0.25774717047925394
2018-08-14,0.3793795638710364,1.0872979273173269,-0.3285387995752541
2018-08-15,0.5856128045443119,1.2992554364123678,-0.1280298273237441
2018-08-16,0.6093972427141214,1.3299369388038043,-0.11114245337556132
2018-08-17,0.689314742613457,1.4750934882222566,-0.09646400299534247
2018-08-20,0.6742384407312401,1.519005848588545,-0.1705289671260649
2018-08-21,0.7590402723618428,1.6340015090512137,-0.11592096432752817
2018-08-22,0.7831808145194163,1.741550191027799,-0.17518856198896646
2018-08-23,0.8871316667727529,1.9569651639620047,-0.1827018304164989
2018-08-24,0.8905500747108523,1.9261830353501783,-0.1450828859284736
2018-08-27,0.8499950582410674,1.819453640859032,-0.11946352437689742
2018-08-28,0.8698407657576731,1.8549936459508671,-0.11531211443552089
2018-08-29,0.8516452930503413,1.8106768664172088,-0.10738628031652613
2018-08-30,0.96804416841035,1.9595192355231328,-0.02343089870243282
2018-08-31,0.8511928122134842,1.811719971863634,-0.10933434743666574
2018-09-04,0.8476933217017392,1.7975390410154064,-0.10215239761192814
2018-09-05,0.6629787238265396,1.559040345291331,-0.23308289763825202
2018-09-06,0.6831467603057431,1.6410968984456353,-0.27480337783414915
2018-09-07,0.633455878972342,1.5778689582485141,-0.31095720030383006
2018-09-10,0.7491305043498674,1.8006095268138473,-0.3023485181141125
2018-09-11,0.8190471232797144,1.940225918630381,-0.30213167207095215
2018-09-12,0.8634011567447925,2.0226570529024666,-0.29585473941288165
2018-09-13,0.8673359606344121,2.003861411356044,-0.2691894900872198
2018-09-14,0.8987951100425859,2.073921811168846,-0.2763315910836744
2018-09-17,0.8411642161648394,1.9574735705280186,-0.2751451381983399
2018-09-18,0.8913579929991777,2.0062016855479947,-0.22348569954963926
2018-09-19,0.8565673408175196,1.968567715630788,-0.2554330339957487
2018-09-20,0.755144206081762,1.762623123425975,-0.252334711262451
2018-09-21,0.7199089480711567,1.7180293436819296,-0.2782114475396163
2018-09-24,0.7960711023111379,1.873877928812095,-0.28173572418981924
2018-09-25,0.7838118641738581,1.8843836817296866,-0.3167599533819706
2018-09-26,0.8141064962057725,1.9440458848370192,-0.3158328924254742
2018-09-27,0.5801416896995358,1.7239749159370674,-0.5636915365379958
2018-09-28,0.7105429430281274,1.987498947829924,-0.5664130617736695
2018-10-01,0.6664878604828297,1.9252151416014356,-0.5922394206357763
2018-10-02,0.8744779458456691,2.220191101206125,-0.47123520951478687
2018-10-03,0.7831136386375226,2.0943358325595884,-0.5281085552845434
2018-10-04,0.7413891939447095,1.9180202038867677,-0.43524181599734885
2018-10-05,0.5907309689201077,1.660770169079534,-0.47930823123931865
2018-10-08,0.5992673905601633,1.7195263311563964,-0.5209915500360699
2018-10-09,0.6300579813716396,1.8566253987713373,-0.5965094360280582
2018-10-10,-0.2610723530664276,-0.04165752869917751,-0.48048717743367775
2018-10-11,-0.4300250061467017,-0.35339580321787617,-0.5066542090755272
2018-10-12,-0.47571251663950964,-0.4675041015246412,-0.48392093175437806
2018-10-15,-0.4518461014054933,-0.44623730873458456,-0.4574548940764021
2018-10-16,-0.5002428022087493,-0.6144682011838528,-0.3860174032336458
2018-10-17,-0.5348196854998185,-0.6476865603948097,-0.4219528106048274
2018-10-18,-0.44994325973773514,-0.5992926116172473,-0.30059390785822293
2018-10-19,-0.3756303065217193,-0.5281706271762486,-0.22308998586719
2018-10-22,-0.2705106144750916,-0.42793754872080025,-0.11308368022938296
2018-10-23,-0.2314563474623741,-0.3885049785896245,-0.07440771633512364
2018-10-24,-0.2637968882816667,-0.5605003988495202,0.03290662228618675
2018-10-25,-0.30840082684806447,-0.6508713176552975,0.03406966395916852
2018-10-26,-0.31755896521178206,-0.6882210948092228,0.0531031643856586
2018-10-29,-0.2828044984524251,-0.6586512734828176,0.09304227657796735
2018-10-30,-0.3253545751047654,-0.7253418590809569,0.07463270887142619
2018-10-31,-0.3641411913610962,-0.7765948571357171,0.04831247441352472
2018-11-01,-0.1432226430026612,-0.6001008666684875,0.3136555806631651
2018-11-02,-0.1513980291195433,-0.608383238270679,0.30558718003159235
2018-11-05,-0.16806206593453454,-0.6292475033731381,0.293123371504069
2018-11-06,-0.17865306438260387,-0.6460049659020892,0.2886988371368815
2018-11-07,-0.17906215321270763,-0.7044636682071835,0.3463393617817683
2018-11-08,-0.12459335468058733,-0.6595592937428961,0.4103725843817215
2018-11-09,-0.0639927727953592,-0.619088810042852,0.4911032644521336
2018-11-12,-0.08766507852558134,-0.66526220356947,0.4899320465183073
2018-11-13,-0.0883070220873512,-0.6655065569660361,0.4888925127913337
2018-11-14,-0.08831773522851902,-0.6667489889659169,0.4901135185088789
2018-11-15,-0.12475996069874598,-0.7079600190265075,0.45844009762901555
2018-11-16,-0.12490688781294196,-0.7084267805853084,0.4586130049594245
2018-11-19,-0.11926409322607393,-0.7257544750244579,0.48722628857231004
2018-11-20,-0.11423759889692908,-0.7458808382133679,0.5174056404195098
2018-11-21,-0.09102436121766674,-0.644429495484764,0.46238077304943054
2018-11-23,-0.03735870414900136,-0.5554724452440931,0.4807550369460904
2018-11-26,-0.07058020779619165,-0.5909794746592348,0.44981905906685155
2018-11-27,-0.09701356335223674,-0.6116610447823584,0.4176339180778849
2018-11-28,-0.0864583556317603,-0.6093474710875362,0.4364307598240156
2018-11-29,-0.07397902494276684,-0.599486650565246,0.4515286006797123
2018-11-30,-0.14380339625469132,-0.6377431860350046,0.3501363935256219
2018-12-03,-0.18345059610708148,-0.6889891601944631,0.32208796798030015
2018-12-04,-0.3004640229476379,-0.8800211602944943,0.27909311439921847
2018-12-06,-0.30943371844711315,-0.8850917651476821,0.26622432825345577
2018-12-07,-0.33145764619893625,-0.8692254977507619,0.20631020535288933
2018-12-10,-0.3582811278368055,-0.8595240030703359,0.14296174739672493
2018-12-11,-0.3673965702008286,-0.8376776815371422,0.1028845411354849
2018-12-12,-0.4000913969990726,-0.8632183872674666,0.06303559326932143
2018-12-13,-0.39511067699840674,-0.836792997767305,0.04657164377049148
2018-12-14,-0.4029051515409312,-0.8621965329773422,0.05638622989547977
2018-12-17,-0.6102970197419239,-1.0444151383428477,-0.1761789011409999
2018-12-18,-0.6099914976999081,-1.0430028890323495,-0.17698010636746667
2018-12-19,-0.5835841627597367,-1.0303337441027043,-0.13683458141676919
2018-12-20,-0.5897510642871207,-1.0424921119578738,-0.1370100166163674
2018-12-21,-0.6227803576313153,-1.034832406248563,-0.21072830901406758
2018-12-24,-0.7126947701024045,-1.143348785953333,-0.282040754251476
2018-12-26,-0.8847203523151297,-1.4435628454304197,-0.32587785919983964
2018-12-27,-0.8793490287054916,-1.4347762378150888,-0.3239218195958944
2018-12-28,-0.9369963928824842,-1.4744286702464942,-0.3995641155184741
2018-12-31,-0.9443522521867931,-1.4839604833493218,-0.4047440210242644
2019-01-02,-0.9879083809077547,-1.5075913676033208,-0.46822539421218856
2019-01-03,-0.9724527548375898,-1.5130127695997924,-0.4318927400753872
2019-01-04,-0.8656488629872651,-1.4832688282370925,-0.24802889773743755
2019-01-07,-0.888029277029679,-1.4902739332456574,-0.28578462081370076
2019-01-08,-0.9345022574147256,-1.5237618360287004,-0.34524267880075077
2019-01-09,-0.9224701063829923,-1.515509274792756,-0.32943093797322853
2019-01-10,-0.9653951374346714,-1.534415295586646,-0.39637497928269705
2019-01-11,-0.962729234968669,-1.5320907435939597,-0.39336772634337835
2019-01-14,-1.0044971361540977,-1.539146552414815,-0.4698477198933807
2019-01-15,-1.025184301319698,-1.55927245610945,-0.4910961465299461
2019-01-16,-1.0265038625025054,-1.5586521180941104,-0.4943556069109001
2019-01-17,-1.0567706243346806,-1.5741162655319079,-0.5394249831374534
2019-01-18,-1.05096176570313,-1.5400241474067289,-0.5618993839995311
2019-01-22,-1.018855776024848,-1.5247002731117045,-0.5130112789379916
2019-01-23,-1.051714402456651,-1.525733719633074,-0.5776950852802278
2019-01-24,-1.0414820889630916,-1.5183958013334367,-0.5645683765927464
2019-01-25,-1.0010907866773173,-1.4927213495086653,-0.5094602238459695
2019-01-28,-1.0148816511488052,-1.50418058397576,-0.5255827183218504
2019-01-29,-1.0227435216952863,-1.5097876373272716,-0.535699406063301
2019-01-30,-0.9992062169238896,-1.4873251063161874,-0.5110873275315918
2019-01-31,-1.0058944492009476,-1.473649797455242,-0.5381391009466531
2019-02-01,-0.9897461290478833,-1.4616479965031457,-0.5178442615926209
2019-02-04,-1.0356251755665333,-1.481061341580475,-0.5901890095525915
2019-02-05,-1.0026412969418788,-1.4374405713333913,-0.567842022550366
2019-02-06,-0.9565160295831141,-1.370429792213451,-0.5426022669527771
2019-02-07,-0.9026142290204306,-1.2776337268953697,-0.5275947311454917
2019-02-08,-0.7624363187523828,-0.9368176615286534,-0.5880549759761122
2019-02-11,-0.788368925417364,-0.9589165947113318,-0.6178212561233962
2019-02-12,-0.8000860841116324,-0.9801305605242943,-0.6200416076989707
2019-02-13,-0.7903072264687456,-0.9669450553184751,-0.6136693976190161
2019-02-14,-0.8095652415309595,-0.9882706588465663,-0.6308598242153528
2019-02-15,-0.7738397596476598,-0.8411792975784542,-0.7065002217168656
2019-02-19,-0.7495649793179058,-0.6090382468270483,-0.8900917118087632
2019-02-20,-0.7406327972735867,-0.5925242383003572,-0.8887413562468163
2019-02-21,-0.7319346487529992,-0.5819611437174088,-0.8819081537885897
2019-02-22,-0.7357216944905103,-0.588858687848911,-0.8825847011321094
2019-02-25,-0.66312442486062,-0.5076724832857566,-0.8185763664354833
2019-02-26,-0.6458389725406737,-0.4902289756721207,-0.8014489694092266
2019-02-27,-0.581775335701615,-0.3955687397626881,-0.7679819316405418
2019-02-28,-0.5431387987612921,-0.3295906090260141,-0.7566869884965701
2019-03-01,-0.5551077476336832,-0.3488584434011177,-0.7613570518662488
2019-03-04,-0.5553647963870849,-0.3512636447251062,-0.7594659480490638
2019-03-05,-0.4877226586448533,-0.2256532974307938,-0.7497920198589129
2019-03-06,-0.5028986962629984,-0.16773852532116237,-0.8380588672048345
2019-03-07,-0.40838161591487476,-0.10159496431751257,-0.7151682675122369
2019-03-08,-0.3357556467860529,-0.020995847953674446,-0.6505154456184313
2019-03-11,-0.39011739036962517,-0.13770872512268437,-0.642526055616566
2019-03-12,-0.3448686969191751,-0.04889419472408055,-0.6408431991142697
2019-03-13,-0.3454231321139793,-0.05357527078124957,-0.637270993446709
2019-03-14,-0.29596923621330196,0.09705081706617089,-0.6889892894927748
2019-03-15,-0.2621227193082469,0.16067950054839164,-0.6849249391648854
2019-03-18,-0.26541668646990574,0.1550024267078859,-0.6858357996476974
2019-03-19,-0.24280520107281128,0.19930312624647928,-0.6849135283921018
2019-03-20,-0.28159766235048456,0.1457799144452331,-0.7089752391462022
2019-03-21,-0.3945495839208927,-0.04002807816190956,-0.7490710896798758
2019-03-22,-0.3635715240589903,-0.14032855440864125,-0.5868144937093394
2019-03-25,-0.36337882097821594,-0.1416814715082287,-0.5850761704482031
2019-03-26,-0.3806860096050504,-0.17564101816805683,-0.585731001042044
2019-03-27,-0.3344034080948454,-0.08426152156811426,-0.5845452946215766
2019-03-28,-0.3416922743397863,-0.09383478348718081,-0.5895497651923918
2019-03-29,-0.3358026927879222,-0.09448629959824105,-0.5771190859776033
2019-04-01,-0.30715480739396495,-0.06988365297444231,-0.5444259618134876
2019-04-02,-0.3354354494829273,-0.10214834523970615,-0.5687225537261484
2019-04-03,-0.33180759804287313,-0.0977723417714272,-0.565842854314319
2019-04-04,-0.30645290782427265,-0.060283322532714775,-0.5526224931158306
2019-04-05,-0.35051421408603345,-0.10594957004853886,-0.595078858123528
2019-04-08,-0.4342704480862335,-0.20201591940667354,-0.6665249767657935
2019-04-09,-0.46822670352736095,-0.25483417134925096,-0.6816192357054709
2019-04-10,-0.5412708197837678,-0.33890698871209973,-0.7436346508554358
2019-04-11,-0.49710183102166083,-0.2858612616673994,-0.7083424003759222
2019-04-12,-0.5001771013583494,-0.2913999977575329,-0.7089542049591657
2019-04-15,-0.46119173010985065,-0.23899290673087026,-0.683390553488831
2019-04-16,-0.441338974423663,-0.21347885005253098,-0.669199098794795
2019-04-17,-0.45062426727600724,-0.20752475849336055,-0.6937237760586539
2019-04-18,-0.5484236074125919,-0.27926862395671764,-0.8175785908684661
2019-04-22,-0.6184848424869417,-0.35561934799439227,-0.8813503369794911
2019-04-23,-0.663451435991845,-0.3637832540095982,-0.9631196179740917
2019-04-24,-0.6269951509221886,-0.3251068743778909,-0.9288834274664863
2019-04-25,-0.6042950746599661,-0.288336412456459,-0.9202537368634732
2019-04-26,-0.6024280593525584,-0.2885355416295815,-0.9163205770755353
2019-04-29,-0.6501027846980516,-0.34075444563719604,-0.9594511237589071
2019-04-30,-0.6825304671569477,-0.3781004110388122,-0.986960523275083
2019-05-01,-0.7226406352499909,-0.4578083010214529,-0.9874729694785289
2019-05-02,-0.7259376803482123,-0.45920137534849953,-0.9926739853479251
2019-05-03,-0.607544222536277,-0.305943013952772,-0.9091454311197822
2019-05-06,-0.35570794350822754,0.23788156766766616,-0.9492974546841213
2019-05-07,-0.3993855307138326,-0.01963949193745181,-0.7791315694902133
2019-05-08,-0.37337124953062006,0.03218878786906883,-0.778931286930309
2019-05-09,-0.2847226305334323,0.1533550291718399,-0.7228002902387044
2019-05-10,-0.2978219017116046,0.13216907982236664,-0.7278128832455759
2019-05-13,-0.4277879626995328,-0.28672190437642975,-0.5688540210226358
2019-05-14,-0.40508126266824035,-0.24103581200614485,-0.5691267133303358
2019-05-15,-0.4082032031622056,-0.2569551375998144,-0.5594512687245967
2019-05-16,-0.4479965503205693,-0.3279458761326273,-0.5680472245085112
2019-05-17,-0.45918538820150945,-0.3511962503053642,-0.5671745260976547
